,product_line,RFM_Score ,prod_line_encoded
7383,Standard,0.8,2
7384,Standard,0.6,2
7385,Standard,1.0,2
7386,Standard,0.6,2
7387,Standard,0.8,2
7388,Road,0.6,1
7389,Standard,0.9,2
7390,Road,0.0,1
7391,Standard,0.6,2
7392,Road,1.0,1
7393,Touring,0.9,3
7394,Standard,0.6,2
7395,Standard,1.0,2
7396,Standard,0.6,2
7397,Standard,0.7,2
7398,Road,0.6,1
7399,Road,0.7,1
7400,Standard,0.3,2
7401,Standard,0.6,2
7402,Standard,0.9,2
7403,Standard,0.7,2
7404,Road,0.8,1
7405,Standard,0.8,2
7406,Touring,0.5,3
7407,Standard,0.7,2
7408,Standard,0.9,2
7409,Standard,0.3,2
7410,Standard,0.9,2
7411,Standard,0.8,2
7412,Touring,0.6,3
7413,Road,0.5,1
7414,Standard,1.0,2
7415,Standard,0.6,2
7416,Standard,0.5,2
7417,Standard,0.7,2
7418,Standard,0.9,2
7419,Standard,0.5,2
7420,Road,0.5,1
7421,Standard,1.0,2
7422,Standard,0.7,2
7423,Standard,0.4,2
7424,Road,0.7,1
7425,Standard,1.0,2
7426,Standard,0.6,2
7427,Road,0.0,1
7428,Standard,0.7,2
7429,Standard,0.7,2
7430,Standard,0.6,2
7431,Standard,0.8,2
7432,Standard,0.9,2
7433,Standard,0.6,2
7434,Standard,0.3,2
7435,Standard,0.7,2
7436,Standard,0.1,2
7437,Road,0.2,1
7438,Standard,0.4,2
7439,Standard,0.5,2
7440,Standard,0.6,2
7441,Standard,0.3,2
7442,Standard,0.7,2
7443,Standard,0.8,2
7444,Road,0.9,1
7445,Standard,0.3,2
7446,Standard,0.9,2
7447,Road,0.4,1
7448,Touring,0.3,3
7449,Touring,0.2,3
7450,Standard,0.7,2
7451,Standard,0.3,2
7452,Standard,0.6,2
7453,Standard,0.6,2
7454,Standard,0.7,2
7455,Touring,1.0,3
7456,Standard,0.7,2
7457,Touring,0.2,3
7458,Standard,0.7,2
7459,Road,0.1,1
7460,Standard,0.5,2
7461,Road,0.9,1
7462,Standard,0.6,2
7463,Road,0.9,1
7464,Standard,0.6,2
7465,Standard,0.6,2
7466,Standard,0.5,2
7467,Road,0.9,1
7468,Standard,0.2,2
7469,Standard,1.0,2
7470,Road,1.0,1
7471,Standard,0.7,2
7472,Standard,1.0,2
7473,Standard,0.7,2
7474,Standard,0.9,2
7475,Standard,0.6,2
7476,Standard,0.7,2
7477,Touring,1.0,3
7478,Standard,1.0,2
7479,Standard,1.0,2
7480,Road,0.4,1
7481,Standard,0.8,2
7482,Road,0.7,1
7483,Standard,0.1,2
7484,Standard,0.5,2
7485,Standard,0.5,2
7486,Standard,0.6,2
7487,Standard,0.9,2
7488,Road,0.9,1
7489,Road,0.3,1
7490,Standard,0.7,2
7491,Standard,0.9,2
7492,Standard,0.4,2
7493,Standard,0.4,2
7494,Road,0.6,1
7495,Standard,0.4,2
7496,Standard,0.5,2
7497,Standard,0.6,2
7498,Standard,0.4,2
7499,Standard,0.9,2
7500,Road,0.7,1
7501,Road,0.5,1
7502,Road,0.1,1
7503,Standard,0.7,2
7504,Standard,0.7,2
7505,Road,0.6,1
7506,Road,0.9,1
7507,Standard,1.0,2
7508,Standard,0.6,2
7509,Standard,0.5,2
7510,Road,0.6,1
7511,Road,0.4,1
7512,Road,0.5,1
7513,Standard,0.7,2
7514,Standard,0.0,2
7515,Standard,0.2,2
7516,Standard,0.5,2
7517,Standard,0.7,2
7518,Standard,0.9,2
7519,Road,0.6,1
7520,Road,0.0,1
7521,Standard,0.5,2
7522,Standard,0.4,2
7523,Standard,0.5,2
7524,Road,0.9,1
7525,Standard,0.1,2
7526,Standard,0.3,2
7527,Standard,0.7,2
7528,Standard,0.4,2
7529,Standard,0.8,2
7530,Standard,0.4,2
7531,Standard,0.2,2
7532,Road,0.4,1
7533,Standard,1.0,2
7534,Standard,0.7,2
7535,Standard,0.4,2
7536,Standard,0.8,2
7537,Standard,0.6,2
7538,Standard,0.1,2
7539,Road,0.3,1
7540,Standard,0.4,2
7541,Road,0.4,1
7542,Standard,0.4,2
7543,Standard,0.7,2
7544,Road,0.5,1
7545,Standard,0.4,2
7546,Standard,0.4,2
7547,Road,0.7,1
7548,Standard,0.6,2
7549,Road,0.4,1
7550,Standard,0.5,2
7551,Standard,0.8,2
7552,Standard,0.5,2
7553,Standard,1.0,2
7554,Standard,0.1,2
7555,Standard,0.4,2
7556,Standard,0.4,2
7557,Standard,0.6,2
7558,Standard,0.0,2
7559,Touring,0.6,3
7560,Road,0.9,1
7561,Standard,0.3,2
7562,Standard,0.8,2
7563,Touring,0.3,3
7564,Standard,0.9,2
7565,Road,0.6,1
7566,Standard,0.0,2
7567,Standard,0.7,2
7568,Standard,0.6,2
7569,Standard,0.5,2
7570,Standard,0.9,2
7571,Standard,0.9,2
7572,Standard,0.6,2
7573,Standard,0.7,2
7574,Standard,0.3,2
7575,Road,0.3,1
7576,Standard,0.4,2
7577,Standard,0.4,2
7578,Standard,0.1,2
7579,Touring,0.5,3
7580,Standard,0.2,2
7581,Standard,0.9,2
7582,Road,0.4,1
7583,Standard,0.3,2
7584,Road,0.9,1
7585,Touring,0.3,3
7586,Standard,1.0,2
7587,Standard,0.3,2
7588,Standard,0.8,2
7589,Standard,0.9,2
7590,Standard,0.6,2
7591,Standard,0.9,2
7592,Standard,0.2,2
7593,Standard,0.9,2
7594,Standard,0.8,2
7595,Standard,0.9,2
7596,Standard,0.6,2
7597,Touring,0.9,3
7598,Standard,0.2,2
7599,Standard,0.8,2
7600,Standard,0.4,2
7601,Road,0.3,1
7602,Mountain,0.7,0
7603,Standard,0.4,2
7604,Standard,0.5,2
7605,Standard,0.2,2
7606,Standard,0.7,2
7607,Standard,0.4,2
7608,Standard,0.4,2
7609,Standard,1.0,2
7610,Standard,0.7,2
7611,Road,0.9,1
7612,Road,0.3,1
7613,Standard,0.9,2
7614,Standard,0.2,2
7615,Standard,0.3,2
7616,Standard,0.4,2
7617,Standard,1.0,2
7618,Standard,0.9,2
7619,Standard,0.5,2
7620,Touring,0.8,3
7621,Standard,0.6,2
7622,Standard,0.3,2
7623,Standard,0.0,2
7624,Standard,0.6,2
7625,Touring,0.7,3
7626,Standard,0.8,2
7627,Standard,0.8,2
7628,Standard,0.3,2
7629,Standard,0.4,2
7630,Standard,0.9,2
7631,Standard,0.9,2
7632,Standard,0.4,2
7633,Standard,0.6,2
7634,Standard,0.6,2
7635,Standard,0.5,2
7636,Standard,0.7,2
7637,Standard,0.6,2
7638,Standard,0.5,2
7639,Standard,0.3,2
7640,Touring,0.6,3
7641,Standard,0.6,2
7642,Standard,0.2,2
7643,Standard,0.3,2
7644,Touring,0.4,3
7645,Standard,0.4,2
7646,Standard,0.6,2
7647,Road,0.9,1
7648,Road,0.4,1
7649,Standard,0.6,2
7650,Road,0.6,1
7651,Standard,0.8,2
7652,Standard,0.5,2
7653,Standard,0.4,2
7654,Standard,0.4,2
7655,Standard,0.7,2
7656,Road,0.3,1
7657,Standard,0.1,2
7658,Road,0.4,1
7659,Standard,1.0,2
7660,Standard,0.9,2
7661,Standard,0.7,2
7662,Standard,0.6,2
7663,Road,0.7,1
7664,Standard,0.5,2
7665,Standard,0.8,2
7666,Standard,0.6,2
7667,Standard,0.6,2
7668,Standard,0.3,2
7669,Mountain,0.7,0
7670,Standard,0.9,2
7671,Standard,0.9,2
7672,Standard,0.9,2
7673,Standard,0.2,2
7674,Standard,0.4,2
7675,Standard,0.3,2
7676,Standard,0.7,2
7677,Standard,0.4,2
7678,Touring,0.4,3
7679,Road,0.7,1
7680,Standard,0.8,2
7681,Mountain,0.8,0
7682,Standard,0.4,2
7683,Standard,0.1,2
7684,Standard,0.7,2
7685,Mountain,0.7,0
7686,Standard,0.7,2
7687,Standard,0.1,2
7688,Standard,0.7,2
7689,Road,0.5,1
7690,Standard,0.3,2
7691,Standard,0.7,2
7692,Standard,0.7,2
7693,Mountain,0.6,0
7694,Road,0.6,1
7695,Standard,0.6,2
7696,Standard,1.0,2
7697,Standard,0.7,2
7698,Road,0.9,1
7699,Standard,0.5,2
7700,Touring,0.7,3
7701,Standard,0.7,2
7702,Mountain,0.0,0
7703,Standard,0.7,2
7704,Road,0.9,1
7705,Standard,0.5,2
7706,Touring,0.4,3
7707,Standard,0.7,2
7708,Standard,0.7,2
7709,Road,0.7,1
7710,Touring,0.7,3
7711,Road,0.6,1
7712,Standard,1.0,2
7713,Standard,0.7,2
7714,Standard,0.6,2
7715,Standard,0.6,2
7716,Standard,0.7,2
7717,Road,0.6,1
7718,Standard,0.6,2
7719,Standard,0.5,2
7720,Standard,0.9,2
7721,Standard,0.6,2
7722,Road,0.7,1
7723,Road,1.0,1
7724,Standard,0.7,2
7725,Road,1.0,1
7726,Standard,0.8,2
7727,Standard,0.2,2
7728,Standard,0.6,2
7729,Standard,0.9,2
7730,Standard,0.9,2
7731,Standard,0.7,2
7732,Standard,0.6,2
7733,Standard,0.6,2
7734,Standard,0.8,2
7735,Standard,0.4,2
7736,Standard,0.6,2
7737,Mountain,0.8,0
7738,Standard,0.3,2
7739,Standard,0.3,2
7740,Standard,0.5,2
7741,Touring,0.7,3
7742,Standard,0.9,2
7743,Standard,0.4,2
7744,Standard,0.2,2
7745,Touring,0.6,3
7746,Touring,0.9,3
7747,Standard,1.0,2
7748,Standard,0.1,2
7749,Road,0.4,1
7750,Standard,0.6,2
7751,Touring,0.6,3
7752,Road,0.3,1
7753,Standard,0.4,2
7754,Standard,0.6,2
7755,Standard,0.8,2
7756,Road,0.3,1
7757,Standard,0.6,2
7758,Standard,0.1,2
7759,Standard,1.0,2
7760,Standard,0.7,2
7761,Standard,0.6,2
7762,Standard,0.7,2
7763,Standard,0.6,2
7764,Standard,0.8,2
7765,Standard,0.3,2
7766,Road,0.1,1
7767,Standard,0.5,2
7768,Standard,0.5,2
7769,Mountain,0.0,0
7770,Standard,0.9,2
7771,Touring,0.7,3
7772,Standard,0.1,2
7773,Standard,0.8,2
7774,Standard,0.7,2
7775,Standard,0.1,2
7776,Touring,0.8,3
7777,Standard,0.6,2
7778,Standard,0.5,2
7779,Standard,0.8,2
7780,Standard,0.8,2
7781,Standard,0.5,2
7782,Standard,0.3,2
7783,Standard,0.1,2
7784,Standard,0.1,2
7785,Standard,0.1,2
7786,Standard,0.4,2
7787,Standard,0.6,2
7788,Standard,0.8,2
7789,Road,0.9,1
7790,Touring,0.2,3
7791,Standard,0.1,2
7792,Road,0.3,1
7793,Road,0.8,1
7794,Standard,0.6,2
7795,Standard,0.2,2
7796,Road,0.0,1
7797,Standard,1.0,2
7798,Standard,0.4,2
7799,Standard,0.4,2
7800,Standard,0.6,2
7801,Standard,0.3,2
7802,Road,0.9,1
7803,Standard,0.9,2
7804,Standard,0.4,2
7805,Road,0.4,1
7806,Standard,0.5,2
7807,Standard,0.3,2
7808,Road,0.9,1
7809,Standard,0.4,2
7810,Road,0.3,1
7811,Standard,0.7,2
7812,Standard,0.7,2
7813,Standard,0.3,2
7814,Road,0.2,1
7815,Standard,0.9,2
7816,Road,0.4,1
7817,Road,0.7,1
7818,Standard,0.5,2
7819,Standard,0.7,2
7820,Standard,0.3,2
7821,Road,0.6,1
7822,Standard,0.5,2
7823,Standard,0.9,2
7824,Touring,0.9,3
7825,Standard,0.2,2
7826,Standard,0.2,2
7827,Road,0.8,1
7828,Standard,0.6,2
7829,Standard,0.1,2
7830,Standard,0.5,2
7831,Mountain,0.9,0
7832,Standard,0.9,2
7833,Road,0.2,1
7834,Standard,0.6,2
7835,Standard,1.0,2
7836,Road,0.9,1
7837,Standard,0.7,2
7838,Standard,0.5,2
7839,Standard,0.5,2
7840,Standard,0.1,2
7841,Road,0.3,1
7842,Standard,0.7,2
7843,Standard,0.7,2
7844,Standard,0.9,2
7845,Touring,0.0,3
7846,Standard,0.4,2
7847,Standard,0.1,2
7848,Standard,0.5,2
7849,Standard,0.3,2
7850,Standard,0.7,2
7851,Standard,0.5,2
7852,Touring,0.8,3
7853,Standard,0.9,2
7854,Standard,0.8,2
7855,Standard,0.6,2
7856,Standard,0.9,2
7857,Touring,0.7,3
7858,Touring,1.0,3
7859,Standard,0.0,2
7860,Road,1.0,1
7861,Standard,0.2,2
7862,Standard,0.7,2
7863,Standard,0.7,2
7864,Standard,0.7,2
7865,Standard,0.7,2
7866,Mountain,0.8,0
7867,Standard,1.0,2
7868,Standard,0.1,2
7869,Standard,0.7,2
7870,Standard,0.7,2
7871,Standard,0.6,2
7872,Standard,0.7,2
7873,Road,0.6,1
7874,Road,0.8,1
7875,Standard,0.3,2
7876,Standard,0.5,2
7877,Road,0.1,1
7878,Standard,0.9,2
7879,Standard,0.6,2
7880,Standard,0.7,2
7881,Road,0.1,1
7882,Standard,0.6,2
7883,Standard,0.8,2
7884,Standard,0.5,2
7885,Standard,0.6,2
7886,Standard,0.1,2
7887,Standard,0.9,2
7888,Standard,0.6,2
7889,Standard,1.0,2
7890,Standard,0.9,2
7891,Standard,0.6,2
7892,Standard,1.0,2
7893,Standard,0.3,2
7894,Standard,0.7,2
7895,Road,0.5,1
7896,Standard,0.2,2
7897,Standard,0.6,2
7898,Road,0.3,1
7899,Road,0.7,1
7900,Standard,0.6,2
7901,Touring,0.2,3
7902,Standard,0.5,2
7903,Standard,0.3,2
7904,Standard,1.0,2
7905,Standard,0.3,2
7906,Standard,0.6,2
7907,Road,0.9,1
7908,Standard,0.7,2
7909,Mountain,0.7,0
7910,Standard,0.6,2
7911,Standard,1.0,2
7912,Standard,0.4,2
7913,Standard,0.3,2
7914,Standard,0.7,2
7915,Standard,1.0,2
7916,Standard,0.9,2
7917,Standard,0.1,2
7918,Road,0.7,1
7919,Standard,0.8,2
7920,Standard,0.7,2
7921,Road,0.1,1
7922,Standard,0.7,2
7923,Standard,0.6,2
7924,Standard,0.8,2
7925,Standard,0.4,2
7926,Standard,0.6,2
7927,Standard,0.6,2
7928,Standard,0.9,2
7929,Standard,0.6,2
7930,Standard,0.9,2
7931,Road,0.4,1
7932,Mountain,1.0,0
7933,Standard,0.5,2
7934,Standard,0.8,2
7935,Standard,0.4,2
7936,Standard,0.5,2
7937,Road,0.4,1
7938,Standard,0.9,2
7939,Standard,0.4,2
7940,Standard,0.3,2
7941,Touring,1.0,3
7942,Road,0.4,1
7943,Standard,0.3,2
7944,Standard,0.1,2
7945,Mountain,0.7,0
7946,Standard,0.7,2
7947,Standard,0.4,2
7948,Road,0.5,1
7949,Standard,0.6,2
7950,Standard,0.8,2
7951,Standard,0.8,2
7952,Standard,0.5,2
7953,Road,0.6,1
7954,Standard,0.5,2
7955,Standard,0.6,2
7956,Standard,0.4,2
7957,Standard,0.9,2
7958,Standard,0.4,2
7959,Standard,0.6,2
7960,Standard,0.0,2
7961,Road,0.8,1
7962,Standard,0.5,2
7963,Standard,1.0,2
7964,Standard,0.7,2
7965,Standard,0.4,2
7966,Standard,0.9,2
7967,Road,0.9,1
7968,Standard,0.6,2
7969,Touring,0.6,3
7970,Touring,0.6,3
7971,Road,0.7,1
7972,Standard,0.6,2
7973,Standard,0.3,2
7974,Road,0.4,1
7975,Standard,0.5,2
7976,Road,0.5,1
7977,Road,0.5,1
7978,Standard,0.4,2
7979,Standard,0.8,2
7980,Road,0.3,1
7981,Standard,0.7,2
7982,Standard,0.9,2
7983,Standard,0.6,2
7984,Standard,0.9,2
7985,Standard,0.3,2
7986,Road,1.0,1
7987,Standard,0.4,2
7988,Standard,0.3,2
7989,Standard,0.1,2
7990,Standard,0.5,2
7991,Standard,0.7,2
7992,Standard,0.5,2
7993,Standard,0.6,2
7994,Standard,0.6,2
7995,Mountain,0.6,0
7996,Road,0.6,1
7997,Road,1.0,1
7998,Standard,0.0,2
7999,Touring,0.7,3
8000,Road,0.8,1
8001,Standard,1.0,2
8002,Road,0.2,1
8003,Road,0.6,1
8004,Standard,0.7,2
8005,Mountain,0.5,0
8006,Standard,0.7,2
8007,Road,0.6,1
8008,Standard,0.0,2
8009,Standard,0.6,2
8010,Standard,0.6,2
8011,Standard,0.5,2
8012,Standard,0.7,2
8013,Standard,0.7,2
8014,Standard,0.7,2
8015,Standard,0.6,2
8016,Standard,0.5,2
8017,Road,0.7,1
8018,Road,0.6,1
8019,Touring,0.9,3
8020,Road,0.4,1
8021,Standard,1.0,2
8022,Standard,0.0,2
8023,Road,0.6,1
8024,Standard,0.8,2
8025,Standard,0.8,2
8026,Road,1.0,1
8027,Standard,0.9,2
8028,Standard,0.2,2
8029,Standard,0.8,2
8030,Standard,0.6,2
8031,Standard,0.2,2
8032,Standard,0.0,2
8033,Standard,0.4,2
8034,Standard,0.0,2
8035,Standard,0.6,2
8036,Standard,0.7,2
8037,Standard,0.5,2
8038,Road,0.7,1
8039,Standard,0.9,2
8040,Road,0.5,1
8041,Standard,1.0,2
8042,Standard,0.8,2
8043,Standard,0.4,2
8044,Standard,0.8,2
8045,Road,0.5,1
8046,Road,1.0,1
8047,Standard,0.6,2
8048,Standard,0.7,2
8049,Standard,0.6,2
8050,Standard,0.5,2
8051,Standard,0.8,2
8052,Standard,0.6,2
8053,Standard,0.4,2
8054,Touring,0.9,3
8055,Standard,0.4,2
8056,Standard,0.4,2
8057,Standard,0.4,2
8058,Standard,0.6,2
8059,Standard,0.2,2
8060,Standard,0.1,2
8061,Standard,0.5,2
8062,Standard,0.1,2
8063,Road,0.6,1
8064,Standard,0.5,2
8065,Road,0.6,1
8066,Road,0.3,1
8067,Standard,0.7,2
8068,Touring,0.9,3
8069,Standard,0.4,2
8070,Standard,1.0,2
8071,Standard,0.6,2
8072,Standard,0.7,2
8073,Standard,0.4,2
8074,Road,0.7,1
8075,Standard,0.7,2
8076,Standard,0.7,2
8077,Standard,0.1,2
8078,Road,0.3,1
8079,Standard,0.7,2
8080,Standard,0.6,2
8081,Standard,0.2,2
8082,Road,1.0,1
8083,Standard,0.9,2
8084,Standard,0.0,2
8085,Road,0.5,1
8086,Standard,0.4,2
8087,Standard,0.9,2
8088,Standard,1.0,2
8089,Standard,0.7,2
8090,Standard,0.9,2
8091,Mountain,0.7,0
8092,Standard,0.5,2
8093,Road,0.8,1
8094,Standard,0.3,2
8095,Standard,0.6,2
8096,Standard,0.1,2
8097,Standard,0.1,2
8098,Road,0.4,1
8099,Standard,0.6,2
8100,Standard,0.3,2
8101,Standard,0.8,2
8102,Road,0.8,1
8103,Standard,0.8,2
8104,Standard,0.8,2
8105,Standard,0.5,2
8106,Standard,0.1,2
8107,Road,0.6,1
8108,Standard,0.8,2
8109,Road,0.7,1
8110,Road,0.5,1
8111,Standard,0.7,2
8112,Road,0.8,1
8113,Standard,0.4,2
8114,Standard,0.1,2
8115,Standard,0.7,2
8116,Standard,0.6,2
8117,Road,0.7,1
8118,Standard,0.7,2
8119,Standard,0.6,2
8120,Road,0.6,1
8121,Standard,0.4,2
8122,Standard,0.6,2
8123,Standard,0.7,2
8124,Standard,0.8,2
8125,Standard,0.5,2
8126,Road,0.9,1
8127,Standard,0.7,2
8128,Standard,0.6,2
8129,Road,0.9,1
8130,Road,1.0,1
8131,Road,0.2,1
8132,Standard,0.5,2
8133,Standard,0.8,2
8134,Standard,0.4,2
8135,Standard,0.4,2
8136,Standard,0.9,2
8137,Standard,0.6,2
8138,Road,0.8,1
8139,Standard,0.1,2
8140,Standard,0.8,2
8141,Road,0.5,1
8142,Standard,0.4,2
8143,Standard,0.7,2
8144,Standard,0.7,2
8145,Road,0.7,1
8146,Touring,0.4,3
8147,Standard,0.6,2
8148,Standard,0.8,2
8149,Standard,0.7,2
8150,Road,0.8,1
8151,Standard,0.4,2
8152,Standard,0.9,2
8153,Road,1.0,1
8154,Standard,0.4,2
8155,Road,0.8,1
8156,Standard,0.8,2
8157,Standard,0.6,2
8158,Standard,0.4,2
8159,Standard,0.6,2
8160,Mountain,0.6,0
8161,Touring,0.6,3
8162,Touring,0.3,3
8163,Standard,0.1,2
8164,Road,0.9,1
8165,Standard,1.0,2
8166,Standard,0.3,2
8167,Standard,0.1,2
8168,Standard,0.7,2
8169,Road,0.7,1
8170,Road,0.3,1
8171,Mountain,0.2,0
8172,Standard,0.8,2
8173,Standard,0.4,2
8174,Standard,0.5,2
8175,Road,0.4,1
8176,Standard,0.7,2
8177,Road,0.6,1
8178,Standard,0.7,2
8179,Standard,0.4,2
8180,Standard,1.0,2
8181,Standard,0.9,2
8182,Standard,0.6,2
8183,Road,0.7,1
8184,Standard,0.7,2
8185,Road,0.7,1
8186,Road,0.7,1
8187,Standard,0.9,2
8188,Standard,0.6,2
8189,Standard,0.4,2
8190,Road,0.7,1
8191,Standard,1.0,2
8192,Standard,0.9,2
8193,Road,0.7,1
8194,Standard,0.7,2
8195,Road,0.1,1
8196,Road,0.6,1
8197,Standard,0.2,2
8198,Standard,0.6,2
8199,Road,0.0,1
8200,Standard,0.4,2
8201,Standard,0.8,2
8202,Standard,0.8,2
8203,Standard,1.0,2
8204,Standard,0.4,2
8205,Road,0.4,1
8206,Standard,0.5,2
8207,Standard,0.7,2
8208,Standard,0.9,2
8209,Standard,0.4,2
8210,Standard,0.8,2
8211,Standard,0.5,2
8212,Standard,0.3,2
8213,Standard,0.5,2
8214,Road,0.4,1
8215,Road,0.4,1
8216,Standard,0.5,2
8217,Standard,0.4,2
8218,Standard,0.7,2
8219,Standard,0.6,2
8220,Road,0.4,1
8221,Road,0.4,1
8222,Road,0.4,1
8223,Standard,0.4,2
8224,Standard,1.0,2
8225,Standard,1.0,2
8226,Standard,0.6,2
8227,Standard,0.8,2
8228,Standard,0.5,2
8229,Standard,0.0,2
8230,Standard,0.2,2
8231,Touring,0.7,3
8232,Standard,1.0,2
8233,Standard,0.8,2
8234,Standard,0.8,2
8235,Standard,0.4,2
8236,Standard,0.8,2
8237,Standard,0.7,2
8238,Standard,1.0,2
8239,Standard,0.2,2
8240,Road,0.3,1
8241,Road,0.4,1
8242,Standard,0.6,2
8243,Road,0.9,1
8244,Standard,0.5,2
8245,Standard,0.5,2
8246,Standard,0.4,2
8247,Standard,0.6,2
8248,Standard,0.4,2
8249,Standard,0.5,2
8250,Touring,0.6,3
8251,Standard,0.6,2
8252,Standard,0.7,2
8253,Standard,0.4,2
8254,Standard,0.0,2
8255,Road,0.7,1
8256,Road,0.7,1
8257,Road,0.6,1
8258,Touring,0.7,3
8259,Standard,1.0,2
8260,Mountain,0.6,0
8261,Standard,0.4,2
8262,Standard,0.3,2
8263,Road,0.7,1
8264,Standard,0.7,2
8265,Standard,0.9,2
8266,Touring,0.4,3
8267,Standard,0.3,2
8268,Standard,0.6,2
8269,Standard,0.9,2
8270,Road,0.7,1
8271,Road,0.9,1
8272,Road,0.0,1
8273,Road,0.4,1
8274,Standard,0.5,2
8275,Standard,0.2,2
8276,Touring,0.7,3
8277,Touring,0.7,3
8278,Standard,0.8,2
8279,Road,0.6,1
8280,Standard,0.4,2
8281,Standard,0.1,2
8282,Standard,0.4,2
8283,Touring,0.4,3
8284,Standard,0.7,2
8285,Standard,0.6,2
8286,Road,0.0,1
8287,Standard,0.5,2
8288,Standard,0.7,2
8289,Standard,0.9,2
8290,Standard,0.4,2
8291,Standard,0.7,2
8292,Road,0.9,1
8293,Standard,0.8,2
8294,Standard,0.8,2
8295,Standard,0.4,2
8296,Standard,0.2,2
8297,Road,0.4,1
8298,Road,0.7,1
8299,Standard,0.5,2
8300,Mountain,0.8,0
8301,Standard,0.4,2
8302,Standard,0.1,2
8303,Standard,0.6,2
8304,Standard,0.4,2
8305,Standard,0.2,2
8306,Standard,0.5,2
8307,Touring,0.2,3
8308,Standard,0.7,2
8309,Road,0.7,1
8310,Standard,0.5,2
8311,Standard,0.7,2
8312,Road,0.6,1
8313,Standard,0.3,2
8314,Standard,0.7,2
8315,Standard,0.2,2
8316,Standard,1.0,2
8317,Standard,0.6,2
8318,Standard,0.6,2
8319,Road,0.5,1
8320,Standard,0.3,2
8321,Standard,0.7,2
8322,Standard,0.6,2
8323,Standard,0.4,2
8324,Standard,0.3,2
8325,Standard,0.9,2
8326,Standard,0.9,2
8327,Road,0.7,1
8328,Standard,0.6,2
8329,Road,0.7,1
8330,Standard,0.6,2
8331,Road,0.5,1
8332,Standard,0.6,2
8333,Mountain,0.6,0
8334,Road,0.6,1
8335,Standard,0.3,2
8336,Road,0.4,1
8337,Road,0.8,1
8338,Standard,1.0,2
8339,Standard,0.2,2
8340,Standard,0.5,2
8341,Standard,0.5,2
8342,Standard,1.0,2
8343,Standard,0.8,2
8344,Standard,0.6,2
8345,Standard,0.5,2
8346,Standard,0.7,2
8347,Standard,0.8,2
8348,Standard,0.9,2
8349,Standard,0.1,2
8350,Standard,0.4,2
8351,Standard,0.8,2
8352,Standard,0.9,2
8353,Road,0.8,1
8354,Standard,0.9,2
8355,Standard,0.8,2
8356,Standard,0.4,2
8357,Standard,0.2,2
8358,Touring,0.0,3
8359,Standard,0.5,2
8360,Standard,0.8,2
8361,Standard,0.7,2
8362,Standard,0.7,2
8363,Standard,0.0,2
8364,Mountain,0.1,0
8365,Road,0.3,1
8366,Touring,0.6,3
8367,Road,0.8,1
8368,Standard,0.9,2
8369,Road,0.5,1
8370,Standard,0.7,2
8371,Standard,0.8,2
8372,Standard,0.3,2
8373,Touring,0.7,3
8374,Road,0.6,1
8375,Standard,0.8,2
8376,Standard,0.5,2
8377,Standard,0.4,2
8378,Standard,0.1,2
8379,Road,0.3,1
8380,Standard,0.0,2
8381,Standard,0.9,2
8382,Standard,0.7,2
8383,Standard,1.0,2
8384,Standard,0.9,2
8385,Standard,0.9,2
8386,Standard,0.5,2
8387,Standard,0.5,2
8388,Standard,0.9,2
8389,Standard,0.6,2
8390,Standard,0.5,2
8391,Touring,0.3,3
8392,Standard,0.4,2
8393,Road,0.1,1
8394,Touring,0.6,3
8395,Standard,0.6,2
8396,Standard,0.2,2
8397,Road,0.8,1
8398,Standard,0.8,2
8399,Standard,0.8,2
8400,Touring,0.4,3
8401,Standard,0.3,2
8402,Standard,0.4,2
8403,Touring,0.9,3
8404,Standard,1.0,2
8405,Touring,0.7,3
8406,Standard,0.8,2
8407,Standard,0.8,2
8408,Road,0.8,1
8409,Standard,0.9,2
8410,Road,0.3,1
8411,Standard,0.6,2
8412,Mountain,0.7,0
8413,Touring,0.8,3
8414,Standard,0.2,2
8415,Standard,0.3,2
8416,Road,0.0,1
8417,Standard,0.9,2
8418,Standard,0.4,2
8419,Road,0.7,1
8420,Mountain,0.1,0
8421,Road,0.3,1
8422,Standard,0.5,2
8423,Standard,0.7,2
8424,Standard,0.6,2
8425,Standard,0.5,2
8426,Touring,0.4,3
8427,Standard,0.4,2
8428,Standard,0.0,2
8429,Standard,0.5,2
8430,Standard,0.8,2
8431,Touring,0.7,3
8432,Standard,0.6,2
8433,Standard,0.5,2
8434,Standard,0.4,2
8435,Standard,0.9,2
8436,Road,0.8,1
8437,Standard,0.7,2
8438,Standard,0.9,2
8439,Standard,0.9,2
8440,Road,0.7,1
8441,Standard,0.5,2
8442,Standard,0.2,2
8443,Standard,0.6,2
8444,Road,0.7,1
8445,Standard,0.6,2
8446,Standard,0.9,2
8447,Standard,0.6,2
8448,Road,0.9,1
8449,Standard,0.7,2
8450,Standard,0.5,2
8451,Standard,0.9,2
8452,Road,0.5,1
8453,Standard,0.7,2
8454,Road,0.7,1
8455,Standard,0.6,2
8456,Standard,0.7,2
8457,Road,0.7,1
8458,Standard,0.4,2
8459,Standard,0.6,2
8460,Standard,0.8,2
8461,Road,0.5,1
8462,Standard,0.4,2
8463,Standard,0.3,2
8464,Road,0.7,1
8465,Standard,0.7,2
8466,Standard,0.7,2
8467,Road,0.1,1
8468,Standard,0.7,2
8469,Standard,0.4,2
8470,Touring,0.7,3
8471,Standard,0.6,2
8472,Standard,0.6,2
