,wealth_segment,RFM_Score ,wealth_segment_encoded,cluster
7685,High Net Worth,0.7,1,0
7686,Mass Customer,0.7,2,1
7687,Mass Customer,0.1,2,1
7688,Mass Customer,0.7,2,1
7689,High Net Worth,0.5,1,0
7690,Mass Customer,0.3,2,1
7691,Affluent Customer,0.7,0,2
7692,Mass Customer,0.7,2,1
7693,Mass Customer,0.6,2,1
7694,Mass Customer,0.6,2,1
7695,Mass Customer,0.6,2,1
7696,Affluent Customer,1.0,0,2
7697,High Net Worth,0.7,1,0
7698,Mass Customer,0.9,2,1
7699,Mass Customer,0.5,2,1
7700,Mass Customer,0.7,2,1
7701,Affluent Customer,0.7,0,2
7702,Mass Customer,0.0,2,1
7703,Mass Customer,0.7,2,1
7704,Mass Customer,0.9,2,1
7705,High Net Worth,0.5,1,0
7706,Affluent Customer,0.4,0,2
7707,High Net Worth,0.7,1,0
7708,Mass Customer,0.7,2,1
7709,Mass Customer,0.7,2,1
7710,High Net Worth,0.7,1,0
7711,High Net Worth,0.6,1,0
7712,Mass Customer,1.0,2,1
7713,Mass Customer,0.7,2,1
7714,High Net Worth,0.6,1,0
7715,Mass Customer,0.6,2,1
7716,Mass Customer,0.7,2,1
7717,Mass Customer,0.6,2,1
7718,Mass Customer,0.6,2,1
7719,Mass Customer,0.5,2,1
7720,Affluent Customer,0.9,0,2
7721,Affluent Customer,0.6,0,2
7722,Affluent Customer,0.7,0,2
7723,High Net Worth,1.0,1,0
7724,Mass Customer,0.7,2,1
7725,Mass Customer,1.0,2,1
7726,Mass Customer,0.8,2,1
7727,Mass Customer,0.2,2,1
7728,High Net Worth,0.6,1,0
7729,High Net Worth,0.9,1,0
7730,Mass Customer,0.9,2,1
7731,Mass Customer,0.7,2,1
7732,High Net Worth,0.6,1,0
7733,Affluent Customer,0.6,0,2
7734,High Net Worth,0.8,1,0
7735,Affluent Customer,0.4,0,2
7736,High Net Worth,0.6,1,0
7737,Mass Customer,0.8,2,1
7738,High Net Worth,0.3,1,0
7739,Affluent Customer,0.3,0,2
7740,Affluent Customer,0.5,0,2
7741,Mass Customer,0.7,2,1
7742,High Net Worth,0.9,1,0
7743,Mass Customer,0.4,2,1
7744,Mass Customer,0.2,2,1
7745,Affluent Customer,0.6,0,2
7746,High Net Worth,0.9,1,0
7747,Mass Customer,1.0,2,1
7748,Mass Customer,0.1,2,1
7749,Mass Customer,0.4,2,1
7750,Mass Customer,0.6,2,1
7751,Affluent Customer,0.6,0,2
7752,Mass Customer,0.3,2,1
7753,Mass Customer,0.4,2,1
7754,High Net Worth,0.6,1,0
7755,Mass Customer,0.8,2,1
7756,High Net Worth,0.3,1,0
7757,Affluent Customer,0.6,0,2
7758,Mass Customer,0.1,2,1
7759,Affluent Customer,1.0,0,2
7760,Mass Customer,0.7,2,1
7761,High Net Worth,0.6,1,0
7762,Mass Customer,0.7,2,1
7763,Affluent Customer,0.6,0,2
7764,High Net Worth,0.8,1,0
7765,High Net Worth,0.3,1,0
7766,Affluent Customer,0.1,0,2
7767,Affluent Customer,0.5,0,2
7768,Affluent Customer,0.5,0,2
7769,Mass Customer,0.0,2,1
7770,Mass Customer,0.9,2,1
7771,Mass Customer,0.7,2,1
7772,Mass Customer,0.1,2,1
7773,Affluent Customer,0.8,0,2
7774,Mass Customer,0.7,2,1
7775,Mass Customer,0.1,2,1
7776,Mass Customer,0.8,2,1
7777,High Net Worth,0.6,1,0
7778,Mass Customer,0.5,2,1
7779,Mass Customer,0.8,2,1
7780,Mass Customer,0.8,2,1
7781,High Net Worth,0.5,1,0
7782,Mass Customer,0.3,2,1
7783,Affluent Customer,0.1,0,2
7784,Mass Customer,0.1,2,1
7785,Mass Customer,0.1,2,1
7786,Affluent Customer,0.4,0,2
7787,Mass Customer,0.6,2,1
7788,Affluent Customer,0.8,0,2
7789,Affluent Customer,0.9,0,2
7790,High Net Worth,0.2,1,0
7791,Affluent Customer,0.1,0,2
7792,Mass Customer,0.3,2,1
7793,Mass Customer,0.8,2,1
7794,Mass Customer,0.6,2,1
7795,High Net Worth,0.2,1,0
7796,High Net Worth,0.0,1,0
7797,Mass Customer,1.0,2,1
7798,Mass Customer,0.4,2,1
7799,Mass Customer,0.4,2,1
7800,High Net Worth,0.6,1,0
7801,Affluent Customer,0.3,0,2
7802,Affluent Customer,0.9,0,2
7803,Affluent Customer,0.9,0,2
7804,Mass Customer,0.4,2,1
7805,Mass Customer,0.4,2,1
7806,Mass Customer,0.5,2,1
7807,High Net Worth,0.3,1,0
7808,Mass Customer,0.9,2,1
7809,Mass Customer,0.4,2,1
7810,Mass Customer,0.3,2,1
7811,High Net Worth,0.7,1,0
7812,Affluent Customer,0.7,0,2
7813,Mass Customer,0.3,2,1
7814,High Net Worth,0.2,1,0
7815,Affluent Customer,0.9,0,2
7816,Mass Customer,0.4,2,1
7817,High Net Worth,0.7,1,0
7818,Affluent Customer,0.5,0,2
7819,Mass Customer,0.7,2,1
7820,High Net Worth,0.3,1,0
7821,Mass Customer,0.6,2,1
7822,Mass Customer,0.5,2,1
7823,Affluent Customer,0.9,0,2
7824,Affluent Customer,0.9,0,2
7825,Mass Customer,0.2,2,1
7826,High Net Worth,0.2,1,0
7827,Mass Customer,0.8,2,1
7828,Affluent Customer,0.6,0,2
7829,Affluent Customer,0.1,0,2
7830,Mass Customer,0.5,2,1
7831,Affluent Customer,0.9,0,2
7832,High Net Worth,0.9,1,0
7833,Mass Customer,0.2,2,1
7834,Mass Customer,0.6,2,1
7835,Mass Customer,1.0,2,1
7836,Mass Customer,0.9,2,1
7837,Affluent Customer,0.7,0,2
7838,Mass Customer,0.5,2,1
7839,High Net Worth,0.5,1,0
7840,Mass Customer,0.1,2,1
7841,Mass Customer,0.3,2,1
7842,High Net Worth,0.7,1,0
7843,Mass Customer,0.7,2,1
7844,High Net Worth,0.9,1,0
7845,Affluent Customer,0.0,0,2
7846,Mass Customer,0.4,2,1
7847,High Net Worth,0.1,1,0
7848,Mass Customer,0.5,2,1
7849,Mass Customer,0.3,2,1
7850,Mass Customer,0.7,2,1
7851,Affluent Customer,0.5,0,2
7852,Mass Customer,0.8,2,1
7853,High Net Worth,0.9,1,0
7854,Mass Customer,0.8,2,1
7855,Mass Customer,0.6,2,1
7856,High Net Worth,0.9,1,0
7857,High Net Worth,0.7,1,0
7858,High Net Worth,1.0,1,0
7859,Affluent Customer,0.0,0,2
7860,Mass Customer,1.0,2,1
7861,High Net Worth,0.2,1,0
7862,Mass Customer,0.7,2,1
7863,High Net Worth,0.7,1,0
7864,Affluent Customer,0.7,0,2
7865,Mass Customer,0.7,2,1
7866,Mass Customer,0.8,2,1
7867,Affluent Customer,1.0,0,2
7868,Affluent Customer,0.1,0,2
7869,High Net Worth,0.7,1,0
7870,Mass Customer,0.7,2,1
7871,Mass Customer,0.6,2,1
7872,Affluent Customer,0.7,0,2
7873,Mass Customer,0.6,2,1
7874,Affluent Customer,0.8,0,2
7875,High Net Worth,0.3,1,0
7876,Affluent Customer,0.5,0,2
7877,Mass Customer,0.1,2,1
7878,Affluent Customer,0.9,0,2
7879,Mass Customer,0.6,2,1
7880,Mass Customer,0.7,2,1
7881,High Net Worth,0.1,1,0
7882,Mass Customer,0.6,2,1
7883,Mass Customer,0.8,2,1
7884,Affluent Customer,0.5,0,2
7885,Affluent Customer,0.6,0,2
7886,High Net Worth,0.1,1,0
7887,High Net Worth,0.9,1,0
7888,Mass Customer,0.6,2,1
7889,Mass Customer,1.0,2,1
7890,High Net Worth,0.9,1,0
7891,Affluent Customer,0.6,0,2
7892,Affluent Customer,1.0,0,2
7893,Affluent Customer,0.3,0,2
7894,Affluent Customer,0.7,0,2
7895,Mass Customer,0.5,2,1
7896,Affluent Customer,0.2,0,2
7897,Mass Customer,0.6,2,1
7898,Affluent Customer,0.3,0,2
7899,Affluent Customer,0.7,0,2
7900,High Net Worth,0.6,1,0
7901,Mass Customer,0.2,2,1
7902,High Net Worth,0.5,1,0
7903,Mass Customer,0.3,2,1
7904,Mass Customer,1.0,2,1
7905,Affluent Customer,0.3,0,2
7906,Mass Customer,0.6,2,1
7907,Mass Customer,0.9,2,1
7908,Affluent Customer,0.7,0,2
7909,High Net Worth,0.7,1,0
7910,High Net Worth,0.6,1,0
7911,Mass Customer,1.0,2,1
7912,Mass Customer,0.4,2,1
7913,Mass Customer,0.3,2,1
7914,Affluent Customer,0.7,0,2
7915,Mass Customer,1.0,2,1
7916,Affluent Customer,0.9,0,2
7917,High Net Worth,0.1,1,0
7918,Mass Customer,0.7,2,1
7919,Affluent Customer,0.8,0,2
7920,Mass Customer,0.7,2,1
7921,Mass Customer,0.1,2,1
7922,High Net Worth,0.7,1,0
7923,Affluent Customer,0.6,0,2
7924,Affluent Customer,0.8,0,2
7925,Mass Customer,0.4,2,1
7926,Affluent Customer,0.6,0,2
7927,Mass Customer,0.6,2,1
7928,High Net Worth,0.9,1,0
7929,Mass Customer,0.6,2,1
7930,High Net Worth,0.9,1,0
7931,Affluent Customer,0.4,0,2
7932,High Net Worth,1.0,1,0
7933,High Net Worth,0.5,1,0
7934,Mass Customer,0.8,2,1
7935,Mass Customer,0.4,2,1
7936,High Net Worth,0.5,1,0
7937,High Net Worth,0.4,1,0
7938,Mass Customer,0.9,2,1
7939,Affluent Customer,0.4,0,2
7940,Affluent Customer,0.3,0,2
7941,Affluent Customer,1.0,0,2
7942,High Net Worth,0.4,1,0
7943,Affluent Customer,0.3,0,2
7944,High Net Worth,0.1,1,0
7945,Affluent Customer,0.7,0,2
7946,Mass Customer,0.7,2,1
7947,High Net Worth,0.4,1,0
7948,Mass Customer,0.5,2,1
7949,Mass Customer,0.6,2,1
7950,Mass Customer,0.8,2,1
7951,Mass Customer,0.8,2,1
7952,Mass Customer,0.5,2,1
7953,Mass Customer,0.6,2,1
7954,Affluent Customer,0.5,0,2
7955,High Net Worth,0.6,1,0
7956,Mass Customer,0.4,2,1
7957,High Net Worth,0.9,1,0
7958,High Net Worth,0.4,1,0
7959,Mass Customer,0.6,2,1
7960,High Net Worth,0.0,1,0
7961,Affluent Customer,0.8,0,2
7962,Mass Customer,0.5,2,1
7963,Mass Customer,1.0,2,1
7964,Mass Customer,0.7,2,1
7965,Mass Customer,0.4,2,1
7966,High Net Worth,0.9,1,0
7967,High Net Worth,0.9,1,0
7968,High Net Worth,0.6,1,0
7969,Affluent Customer,0.6,0,2
7970,Affluent Customer,0.6,0,2
7971,Affluent Customer,0.7,0,2
7972,Mass Customer,0.6,2,1
7973,High Net Worth,0.3,1,0
7974,Mass Customer,0.4,2,1
7975,Mass Customer,0.5,2,1
7976,Mass Customer,0.5,2,1
7977,Mass Customer,0.5,2,1
7978,Mass Customer,0.4,2,1
7979,Affluent Customer,0.8,0,2
7980,Mass Customer,0.3,2,1
7981,Mass Customer,0.7,2,1
7982,High Net Worth,0.9,1,0
7983,Mass Customer,0.6,2,1
7984,High Net Worth,0.9,1,0
7985,Mass Customer,0.3,2,1
7986,Affluent Customer,1.0,0,2
7987,Affluent Customer,0.4,0,2
7988,Mass Customer,0.3,2,1
7989,Mass Customer,0.1,2,1
7990,Mass Customer,0.5,2,1
7991,Affluent Customer,0.7,0,2
7992,Affluent Customer,0.5,0,2
7993,High Net Worth,0.6,1,0
7994,Mass Customer,0.6,2,1
7995,Mass Customer,0.6,2,1
7996,Mass Customer,0.6,2,1
7997,Mass Customer,1.0,2,1
7998,Mass Customer,0.0,2,1
7999,Mass Customer,0.7,2,1
8000,Mass Customer,0.8,2,1
8001,Mass Customer,1.0,2,1
8002,High Net Worth,0.2,1,0
8003,Mass Customer,0.6,2,1
8004,Affluent Customer,0.7,0,2
8005,Mass Customer,0.5,2,1
8006,Mass Customer,0.7,2,1
8007,Affluent Customer,0.6,0,2
8008,High Net Worth,0.0,1,0
8009,Mass Customer,0.6,2,1
8010,Affluent Customer,0.6,0,2
8011,Mass Customer,0.5,2,1
8012,Mass Customer,0.7,2,1
8013,Mass Customer,0.7,2,1
8014,Mass Customer,0.7,2,1
8015,High Net Worth,0.6,1,0
8016,Mass Customer,0.5,2,1
8017,Mass Customer,0.7,2,1
8018,High Net Worth,0.6,1,0
8019,Mass Customer,0.9,2,1
8020,Mass Customer,0.4,2,1
8021,Mass Customer,1.0,2,1
8022,Mass Customer,0.0,2,1
8023,Mass Customer,0.6,2,1
8024,Affluent Customer,0.8,0,2
8025,Mass Customer,0.8,2,1
8026,Mass Customer,1.0,2,1
8027,High Net Worth,0.9,1,0
8028,Mass Customer,0.2,2,1
8029,Mass Customer,0.8,2,1
8030,Mass Customer,0.6,2,1
8031,Mass Customer,0.2,2,1
8032,Mass Customer,0.0,2,1
8033,Affluent Customer,0.4,0,2
8034,Mass Customer,0.0,2,1
8035,Mass Customer,0.6,2,1
8036,Mass Customer,0.7,2,1
8037,Mass Customer,0.5,2,1
8038,High Net Worth,0.7,1,0
8039,Mass Customer,0.9,2,1
8040,Mass Customer,0.5,2,1
8041,High Net Worth,1.0,1,0
8042,Mass Customer,0.8,2,1
8043,Affluent Customer,0.4,0,2
8044,Mass Customer,0.8,2,1
8045,Affluent Customer,0.5,0,2
8046,Mass Customer,1.0,2,1
8047,Affluent Customer,0.6,0,2
8048,High Net Worth,0.7,1,0
8049,Affluent Customer,0.6,0,2
8050,Mass Customer,0.5,2,1
8051,Mass Customer,0.8,2,1
8052,Mass Customer,0.6,2,1
8053,Mass Customer,0.4,2,1
8054,Affluent Customer,0.9,0,2
8055,Mass Customer,0.4,2,1
8056,Mass Customer,0.4,2,1
8057,Mass Customer,0.4,2,1
8058,Affluent Customer,0.6,0,2
8059,Mass Customer,0.2,2,1
8060,Affluent Customer,0.1,0,2
8061,Mass Customer,0.5,2,1
8062,High Net Worth,0.1,1,0
8063,Mass Customer,0.6,2,1
8064,Mass Customer,0.5,2,1
8065,High Net Worth,0.6,1,0
8066,Mass Customer,0.3,2,1
8067,High Net Worth,0.7,1,0
8068,Mass Customer,0.9,2,1
8069,High Net Worth,0.4,1,0
8070,High Net Worth,1.0,1,0
8071,Mass Customer,0.6,2,1
8072,Mass Customer,0.7,2,1
8073,Affluent Customer,0.4,0,2
8074,Affluent Customer,0.7,0,2
8075,High Net Worth,0.7,1,0
8076,Mass Customer,0.7,2,1
8077,Mass Customer,0.1,2,1
8078,Mass Customer,0.3,2,1
8079,Mass Customer,0.7,2,1
8080,Mass Customer,0.6,2,1
8081,High Net Worth,0.2,1,0
8082,High Net Worth,1.0,1,0
8083,Mass Customer,0.9,2,1
8084,Mass Customer,0.0,2,1
8085,Affluent Customer,0.5,0,2
8086,High Net Worth,0.4,1,0
8087,Affluent Customer,0.9,0,2
8088,Affluent Customer,1.0,0,2
8089,Mass Customer,0.7,2,1
8090,Affluent Customer,0.9,0,2
8091,Affluent Customer,0.7,0,2
8092,Affluent Customer,0.5,0,2
8093,Affluent Customer,0.8,0,2
8094,Mass Customer,0.3,2,1
8095,Affluent Customer,0.6,0,2
8096,Mass Customer,0.1,2,1
8097,High Net Worth,0.1,1,0
8098,High Net Worth,0.4,1,0
8099,Affluent Customer,0.6,0,2
8100,Mass Customer,0.3,2,1
8101,Mass Customer,0.8,2,1
8102,Affluent Customer,0.8,0,2
8103,Mass Customer,0.8,2,1
8104,Affluent Customer,0.8,0,2
8105,High Net Worth,0.5,1,0
8106,High Net Worth,0.1,1,0
8107,Affluent Customer,0.6,0,2
8108,High Net Worth,0.8,1,0
8109,Mass Customer,0.7,2,1
8110,High Net Worth,0.5,1,0
8111,High Net Worth,0.7,1,0
8112,Mass Customer,0.8,2,1
8113,Mass Customer,0.4,2,1
8114,Affluent Customer,0.1,0,2
8115,High Net Worth,0.7,1,0
8116,Mass Customer,0.6,2,1
8117,Mass Customer,0.7,2,1
8118,Affluent Customer,0.7,0,2
8119,Affluent Customer,0.6,0,2
8120,Mass Customer,0.6,2,1
8121,Mass Customer,0.4,2,1
8122,Mass Customer,0.6,2,1
8123,Affluent Customer,0.7,0,2
8124,Mass Customer,0.8,2,1
8125,Mass Customer,0.5,2,1
8126,Mass Customer,0.9,2,1
8127,Mass Customer,0.7,2,1
8128,Mass Customer,0.6,2,1
8129,Affluent Customer,0.9,0,2
8130,Mass Customer,1.0,2,1
8131,Mass Customer,0.2,2,1
8132,High Net Worth,0.5,1,0
8133,High Net Worth,0.8,1,0
8134,High Net Worth,0.4,1,0
8135,Affluent Customer,0.4,0,2
8136,High Net Worth,0.9,1,0
8137,Mass Customer,0.6,2,1
8138,Mass Customer,0.8,2,1
8139,High Net Worth,0.1,1,0
8140,Affluent Customer,0.8,0,2
8141,Affluent Customer,0.5,0,2
8142,Affluent Customer,0.4,0,2
8143,Mass Customer,0.7,2,1
8144,Mass Customer,0.7,2,1
8145,Mass Customer,0.7,2,1
8146,Affluent Customer,0.4,0,2
8147,High Net Worth,0.6,1,0
8148,Mass Customer,0.8,2,1
8149,Mass Customer,0.7,2,1
8150,Mass Customer,0.8,2,1
8151,Affluent Customer,0.4,0,2
8152,Mass Customer,0.9,2,1
8153,Mass Customer,1.0,2,1
8154,Affluent Customer,0.4,0,2
8155,Mass Customer,0.8,2,1
8156,High Net Worth,0.8,1,0
8157,Affluent Customer,0.6,0,2
8158,Affluent Customer,0.4,0,2
8159,Affluent Customer,0.6,0,2
8160,Mass Customer,0.6,2,1
8161,Affluent Customer,0.6,0,2
8162,High Net Worth,0.3,1,0
8163,Mass Customer,0.1,2,1
8164,High Net Worth,0.9,1,0
8165,Mass Customer,1.0,2,1
8166,Mass Customer,0.3,2,1
8167,Mass Customer,0.1,2,1
8168,High Net Worth,0.7,1,0
8169,High Net Worth,0.7,1,0
8170,Mass Customer,0.3,2,1
8171,Mass Customer,0.2,2,1
8172,Affluent Customer,0.8,0,2
8173,Mass Customer,0.4,2,1
8174,High Net Worth,0.5,1,0
8175,High Net Worth,0.4,1,0
8176,Mass Customer,0.7,2,1
8177,Affluent Customer,0.6,0,2
8178,High Net Worth,0.7,1,0
8179,Affluent Customer,0.4,0,2
8180,Affluent Customer,1.0,0,2
8181,Mass Customer,0.9,2,1
8182,Mass Customer,0.6,2,1
8183,Mass Customer,0.7,2,1
8184,High Net Worth,0.7,1,0
8185,Mass Customer,0.7,2,1
8186,Mass Customer,0.7,2,1
8187,Mass Customer,0.9,2,1
8188,Affluent Customer,0.6,0,2
8189,Mass Customer,0.4,2,1
8190,Mass Customer,0.7,2,1
8191,Mass Customer,1.0,2,1
8192,Mass Customer,0.9,2,1
8193,Mass Customer,0.7,2,1
8194,Mass Customer,0.7,2,1
8195,Affluent Customer,0.1,0,2
8196,Mass Customer,0.6,2,1
8197,High Net Worth,0.2,1,0
8198,Mass Customer,0.6,2,1
8199,High Net Worth,0.0,1,0
8200,Mass Customer,0.4,2,1
8201,High Net Worth,0.8,1,0
8202,Affluent Customer,0.8,0,2
8203,Mass Customer,1.0,2,1
8204,Mass Customer,0.4,2,1
8205,Mass Customer,0.4,2,1
8206,Affluent Customer,0.5,0,2
8207,Affluent Customer,0.7,0,2
8208,High Net Worth,0.9,1,0
8209,Affluent Customer,0.4,0,2
8210,Mass Customer,0.8,2,1
8211,High Net Worth,0.5,1,0
8212,Mass Customer,0.3,2,1
8213,Mass Customer,0.5,2,1
8214,Mass Customer,0.4,2,1
8215,High Net Worth,0.4,1,0
8216,Affluent Customer,0.5,0,2
8217,Mass Customer,0.4,2,1
8218,High Net Worth,0.7,1,0
8219,Mass Customer,0.6,2,1
8220,High Net Worth,0.4,1,0
8221,Affluent Customer,0.4,0,2
8222,High Net Worth,0.4,1,0
8223,Mass Customer,0.4,2,1
8224,Affluent Customer,1.0,0,2
8225,Mass Customer,1.0,2,1
8226,High Net Worth,0.6,1,0
8227,High Net Worth,0.8,1,0
8228,High Net Worth,0.5,1,0
8229,High Net Worth,0.0,1,0
8230,High Net Worth,0.2,1,0
8231,High Net Worth,0.7,1,0
8232,Affluent Customer,1.0,0,2
8233,High Net Worth,0.8,1,0
8234,Affluent Customer,0.8,0,2
8235,Affluent Customer,0.4,0,2
8236,High Net Worth,0.8,1,0
8237,Mass Customer,0.7,2,1
8238,High Net Worth,1.0,1,0
8239,Affluent Customer,0.2,0,2
8240,Affluent Customer,0.3,0,2
8241,Mass Customer,0.4,2,1
8242,Mass Customer,0.6,2,1
8243,Mass Customer,0.9,2,1
8244,Mass Customer,0.5,2,1
8245,Affluent Customer,0.5,0,2
8246,Affluent Customer,0.4,0,2
8247,Mass Customer,0.6,2,1
8248,Affluent Customer,0.4,0,2
8249,Affluent Customer,0.5,0,2
8250,High Net Worth,0.6,1,0
8251,Mass Customer,0.6,2,1
8252,Mass Customer,0.7,2,1
8253,Affluent Customer,0.4,0,2
8254,Affluent Customer,0.0,0,2
8255,Mass Customer,0.7,2,1
8256,Mass Customer,0.7,2,1
8257,Mass Customer,0.6,2,1
8258,Affluent Customer,0.7,0,2
8259,Mass Customer,1.0,2,1
8260,High Net Worth,0.6,1,0
8261,Affluent Customer,0.4,0,2
8262,Mass Customer,0.3,2,1
8263,Mass Customer,0.7,2,1
8264,Mass Customer,0.7,2,1
8265,High Net Worth,0.9,1,0
8266,Affluent Customer,0.4,0,2
8267,Affluent Customer,0.3,0,2
8268,Affluent Customer,0.6,0,2
8269,Mass Customer,0.9,2,1
8270,Mass Customer,0.7,2,1
8271,Mass Customer,0.9,2,1
8272,High Net Worth,0.0,1,0
8273,Mass Customer,0.4,2,1
8274,Mass Customer,0.5,2,1
8275,Affluent Customer,0.2,0,2
8276,Mass Customer,0.7,2,1
8277,Affluent Customer,0.7,0,2
8278,Mass Customer,0.8,2,1
8279,Mass Customer,0.6,2,1
8280,Mass Customer,0.4,2,1
8281,Mass Customer,0.1,2,1
8282,Mass Customer,0.4,2,1
8283,High Net Worth,0.4,1,0
8284,Mass Customer,0.7,2,1
8285,Mass Customer,0.6,2,1
8286,Affluent Customer,0.0,0,2
8287,Mass Customer,0.5,2,1
8288,Mass Customer,0.7,2,1
8289,High Net Worth,0.9,1,0
8290,Mass Customer,0.4,2,1
8291,Affluent Customer,0.7,0,2
8292,Mass Customer,0.9,2,1
8293,Affluent Customer,0.8,0,2
8294,Affluent Customer,0.8,0,2
8295,Mass Customer,0.4,2,1
8296,Affluent Customer,0.2,0,2
8297,High Net Worth,0.4,1,0
8298,Affluent Customer,0.7,0,2
8299,Affluent Customer,0.5,0,2
8300,High Net Worth,0.8,1,0
8301,High Net Worth,0.4,1,0
8302,High Net Worth,0.1,1,0
8303,Mass Customer,0.6,2,1
8304,Affluent Customer,0.4,0,2
8305,High Net Worth,0.2,1,0
8306,Mass Customer,0.5,2,1
8307,Mass Customer,0.2,2,1
8308,High Net Worth,0.7,1,0
8309,Affluent Customer,0.7,0,2
8310,Affluent Customer,0.5,0,2
8311,Mass Customer,0.7,2,1
8312,High Net Worth,0.6,1,0
8313,High Net Worth,0.3,1,0
8314,High Net Worth,0.7,1,0
8315,Mass Customer,0.2,2,1
8316,High Net Worth,1.0,1,0
8317,Mass Customer,0.6,2,1
8318,High Net Worth,0.6,1,0
8319,Mass Customer,0.5,2,1
8320,High Net Worth,0.3,1,0
8321,Affluent Customer,0.7,0,2
8322,Mass Customer,0.6,2,1
8323,Mass Customer,0.4,2,1
8324,Affluent Customer,0.3,0,2
8325,Affluent Customer,0.9,0,2
8326,High Net Worth,0.9,1,0
8327,Mass Customer,0.7,2,1
8328,Mass Customer,0.6,2,1
8329,Affluent Customer,0.7,0,2
8330,Affluent Customer,0.6,0,2
8331,Mass Customer,0.5,2,1
8332,Affluent Customer,0.6,0,2
8333,Mass Customer,0.6,2,1
8334,Mass Customer,0.6,2,1
8335,Affluent Customer,0.3,0,2
8336,High Net Worth,0.4,1,0
8337,Affluent Customer,0.8,0,2
8338,Mass Customer,1.0,2,1
8339,Mass Customer,0.2,2,1
8340,Mass Customer,0.5,2,1
8341,Mass Customer,0.5,2,1
8342,Mass Customer,1.0,2,1
8343,Mass Customer,0.8,2,1
8344,Mass Customer,0.6,2,1
8345,Mass Customer,0.5,2,1
8346,Affluent Customer,0.7,0,2
8347,Mass Customer,0.8,2,1
8348,Affluent Customer,0.9,0,2
8349,Mass Customer,0.1,2,1
8350,High Net Worth,0.4,1,0
8351,Mass Customer,0.8,2,1
8352,Affluent Customer,0.9,0,2
8353,Affluent Customer,0.8,0,2
8354,Mass Customer,0.9,2,1
8355,Mass Customer,0.8,2,1
8356,High Net Worth,0.4,1,0
8357,Mass Customer,0.2,2,1
8358,Affluent Customer,0.0,0,2
8359,Affluent Customer,0.5,0,2
8360,Mass Customer,0.8,2,1
8361,Mass Customer,0.7,2,1
8362,High Net Worth,0.7,1,0
8363,Mass Customer,0.0,2,1
8364,Mass Customer,0.1,2,1
8365,Mass Customer,0.3,2,1
8366,Mass Customer,0.6,2,1
8367,Mass Customer,0.8,2,1
8368,High Net Worth,0.9,1,0
8369,Mass Customer,0.5,2,1
8370,Affluent Customer,0.7,0,2
8371,Mass Customer,0.8,2,1
8372,Mass Customer,0.3,2,1
8373,Mass Customer,0.7,2,1
8374,Mass Customer,0.6,2,1
8375,Mass Customer,0.8,2,1
8376,High Net Worth,0.5,1,0
8377,Mass Customer,0.4,2,1
8378,Mass Customer,0.1,2,1
8379,Mass Customer,0.3,2,1
8380,Mass Customer,0.0,2,1
8381,Mass Customer,0.9,2,1
8382,Affluent Customer,0.7,0,2
8383,High Net Worth,1.0,1,0
8384,Mass Customer,0.9,2,1
8385,High Net Worth,0.9,1,0
8386,High Net Worth,0.5,1,0
8387,Affluent Customer,0.5,0,2
8388,Mass Customer,0.9,2,1
8389,High Net Worth,0.6,1,0
8390,Mass Customer,0.5,2,1
8391,Affluent Customer,0.3,0,2
8392,Affluent Customer,0.4,0,2
8393,High Net Worth,0.1,1,0
8394,Mass Customer,0.6,2,1
8395,High Net Worth,0.6,1,0
8396,High Net Worth,0.2,1,0
8397,Mass Customer,0.8,2,1
8398,High Net Worth,0.8,1,0
8399,Affluent Customer,0.8,0,2
8400,High Net Worth,0.4,1,0
8401,Mass Customer,0.3,2,1
8402,High Net Worth,0.4,1,0
8403,Affluent Customer,0.9,0,2
8404,Affluent Customer,1.0,0,2
8405,Affluent Customer,0.7,0,2
8406,Mass Customer,0.8,2,1
8407,Mass Customer,0.8,2,1
8408,Mass Customer,0.8,2,1
8409,Mass Customer,0.9,2,1
8410,Mass Customer,0.3,2,1
8411,High Net Worth,0.6,1,0
8412,Affluent Customer,0.7,0,2
8413,Mass Customer,0.8,2,1
8414,Mass Customer,0.2,2,1
8415,Affluent Customer,0.3,0,2
8416,Mass Customer,0.0,2,1
8417,Mass Customer,0.9,2,1
8418,Affluent Customer,0.4,0,2
8419,High Net Worth,0.7,1,0
8420,Mass Customer,0.1,2,1
8421,Mass Customer,0.3,2,1
8422,Mass Customer,0.5,2,1
8423,Affluent Customer,0.7,0,2
8424,Mass Customer,0.6,2,1
8425,High Net Worth,0.5,1,0
8426,High Net Worth,0.4,1,0
8427,Affluent Customer,0.4,0,2
8428,Mass Customer,0.0,2,1
8429,High Net Worth,0.5,1,0
8430,Mass Customer,0.8,2,1
8431,Affluent Customer,0.7,0,2
8432,Mass Customer,0.6,2,1
8433,Affluent Customer,0.5,0,2
8434,Affluent Customer,0.4,0,2
8435,High Net Worth,0.9,1,0
8436,Mass Customer,0.8,2,1
8437,Mass Customer,0.7,2,1
8438,High Net Worth,0.9,1,0
8439,High Net Worth,0.9,1,0
8440,Mass Customer,0.7,2,1
8441,High Net Worth,0.5,1,0
8442,Affluent Customer,0.2,0,2
8443,Mass Customer,0.6,2,1
8444,Mass Customer,0.7,2,1
8445,Mass Customer,0.6,2,1
8446,Mass Customer,0.9,2,1
8447,Mass Customer,0.6,2,1
8448,Mass Customer,0.9,2,1
8449,High Net Worth,0.7,1,0
