,job_industry_category,RFM_Score ,job_category_encoded,cluster
5912,Argiculture,0.7,0,0
5913,Retail,0.4,7,2
5914,Health,0.7,3,0
5915,Retail,0.9,7,2
5916,Property,0.4,6,2
5917,Telecommunications,0.4,8,2
5918,Health,0.3,3,0
5919,Retail,0.2,7,2
5920,Property,0.3,6,2
5921,Financial Services,0.8,2,0
5922,Financial Services,0.7,2,0
5923,IT,0.5,4,1
5924,Financial Services,0.4,2,0
5925,Financial Services,0.2,2,0
5926,Financial Services,0.5,2,0
5927,Property,0.9,6,2
5928,Financial Services,0.7,2,0
5929,Financial Services,0.3,2,0
5930,Manufacturing,0.7,5,1
5931,Argiculture,0.6,0,0
5932,Financial Services,1.0,2,0
5933,Health,0.6,3,0
5934,Manufacturing,0.4,5,1
5935,Financial Services,0.9,2,0
5936,Health,0.6,3,0
5937,IT,0.7,4,1
5938,Manufacturing,0.1,5,1
5939,Entertainment,0.9,1,0
5940,Property,0.7,6,2
5941,Property,0.4,6,2
5942,Retail,0.3,7,2
5943,Manufacturing,0.6,5,1
5944,Manufacturing,0.7,5,1
5945,Manufacturing,0.7,5,1
5946,Financial Services,0.3,2,0
5947,Manufacturing,0.6,5,1
5948,IT,0.4,4,1
5949,Retail,0.0,7,2
5950,Manufacturing,0.6,5,1
5951,Manufacturing,0.4,5,1
5952,Financial Services,0.6,2,0
5953,Health,0.3,3,0
5954,Financial Services,0.1,2,0
5955,Health,0.8,3,0
5956,Property,0.4,6,2
5957,Financial Services,0.8,2,0
5958,Manufacturing,0.4,5,1
5959,IT,0.1,4,1
5960,Financial Services,0.7,2,0
5961,Health,0.9,3,0
5962,Financial Services,0.3,2,0
5963,Manufacturing,0.5,5,1
5964,Property,0.7,6,2
5965,Property,0.9,6,2
5966,Telecommunications,0.6,8,2
5967,Manufacturing,0.4,5,1
5968,Health,0.7,3,0
5969,Retail,0.6,7,2
5970,Manufacturing,0.3,5,1
5971,Manufacturing,0.2,5,1
5972,Retail,0.9,7,2
5973,Retail,0.7,7,2
5974,Financial Services,0.5,2,0
5975,Manufacturing,0.5,5,1
5976,Manufacturing,0.2,5,1
5977,Retail,0.9,7,2
5978,Manufacturing,0.4,5,1
5979,Manufacturing,0.6,5,1
5980,Manufacturing,1.0,5,1
5981,Health,0.8,3,0
5982,Retail,0.3,7,2
5983,Manufacturing,0.4,5,1
5984,Health,0.0,3,0
5985,Financial Services,0.7,2,0
5986,Financial Services,0.7,2,0
5987,Manufacturing,0.4,5,1
5988,Financial Services,0.8,2,0
5989,Retail,0.4,7,2
5990,Argiculture,0.4,0,0
5991,Financial Services,0.9,2,0
5992,Manufacturing,0.7,5,1
5993,Manufacturing,0.9,5,1
5994,Health,0.9,3,0
5995,Manufacturing,0.6,5,1
5996,Manufacturing,0.1,5,1
5997,Manufacturing,0.5,5,1
5998,Retail,0.9,7,2
5999,Property,0.7,6,2
6000,Property,0.3,6,2
6001,Entertainment,0.5,1,0
6002,Financial Services,0.7,2,0
6003,Manufacturing,0.5,5,1
6004,Retail,0.9,7,2
6005,Entertainment,0.8,1,0
6006,Financial Services,0.6,2,0
6007,Health,0.4,3,0
6008,Manufacturing,0.6,5,1
6009,Health,0.7,3,0
6010,Manufacturing,0.8,5,1
6011,Manufacturing,0.3,5,1
6012,Retail,0.6,7,2
6013,Property,0.7,6,2
6014,Manufacturing,0.6,5,1
6015,Telecommunications,0.6,8,2
6016,Manufacturing,0.7,5,1
6017,Retail,0.6,7,2
6018,Health,0.2,3,0
6019,Retail,0.4,7,2
6020,Entertainment,0.4,1,0
6021,Financial Services,0.6,2,0
6022,Retail,0.4,7,2
6023,Financial Services,0.6,2,0
6024,Entertainment,0.6,1,0
6025,Health,0.0,3,0
6026,Property,0.9,6,2
6027,Financial Services,0.4,2,0
6028,Telecommunications,0.9,8,2
6029,Health,0.5,3,0
6030,Manufacturing,0.1,5,1
6031,Health,0.2,3,0
6032,Argiculture,0.6,0,0
6033,Financial Services,0.1,2,0
6034,Financial Services,0.6,2,0
6035,Retail,0.7,7,2
6036,Property,0.3,6,2
6037,IT,0.8,4,1
6038,Manufacturing,0.6,5,1
6039,Retail,0.4,7,2
6040,Retail,0.6,7,2
6041,Manufacturing,0.5,5,1
6042,Manufacturing,0.9,5,1
6043,Retail,0.7,7,2
6044,Property,1.0,6,2
6045,Financial Services,0.0,2,0
6046,Financial Services,0.7,2,0
6047,Health,0.3,3,0
6048,Entertainment,0.9,1,0
6049,Health,0.3,3,0
6050,Manufacturing,0.5,5,1
6051,Health,0.7,3,0
6052,Telecommunications,0.6,8,2
6053,Financial Services,0.5,2,0
6054,Health,0.6,3,0
6055,Financial Services,0.4,2,0
6056,Health,1.0,3,0
6057,Financial Services,0.7,2,0
6058,Manufacturing,0.8,5,1
6059,Health,0.7,3,0
6060,Property,0.3,6,2
6061,Financial Services,0.5,2,0
6062,Manufacturing,0.5,5,1
6063,IT,0.6,4,1
6064,Manufacturing,0.6,5,1
6065,Financial Services,0.9,2,0
6066,Financial Services,0.5,2,0
6067,Retail,0.5,7,2
6068,IT,0.6,4,1
6069,IT,0.4,4,1
6070,Retail,0.7,7,2
6071,Health,0.8,3,0
6072,Financial Services,0.7,2,0
6073,Health,0.6,3,0
6074,Health,0.8,3,0
6075,Financial Services,0.4,2,0
6076,Argiculture,0.1,0,0
6077,Financial Services,0.7,2,0
6078,Property,0.2,6,2
6079,Health,0.3,3,0
6080,Property,0.5,6,2
6081,Health,0.8,3,0
6082,Entertainment,1.0,1,0
6083,Financial Services,0.1,2,0
6084,Property,0.6,6,2
6085,Manufacturing,0.7,5,1
6086,Entertainment,0.0,1,0
6087,Retail,0.5,7,2
6088,Entertainment,0.6,1,0
6089,Retail,0.3,7,2
6090,Retail,0.7,7,2
6091,Manufacturing,1.0,5,1
6092,Manufacturing,0.7,5,1
6093,Health,0.7,3,0
6094,IT,0.7,4,1
6095,Health,0.9,3,0
6096,Health,0.3,3,0
6097,Property,1.0,6,2
6098,Property,0.7,6,2
6099,Health,0.3,3,0
6100,Retail,0.6,7,2
6101,Entertainment,0.6,1,0
6102,Financial Services,0.1,2,0
6103,Health,0.8,3,0
6104,Retail,0.7,7,2
6105,Retail,0.3,7,2
6106,Manufacturing,0.6,5,1
6107,Financial Services,0.7,2,0
6108,IT,0.2,4,1
6109,Retail,0.6,7,2
6110,Financial Services,0.7,2,0
6111,Property,0.6,6,2
6112,Argiculture,0.8,0,0
6113,Manufacturing,0.7,5,1
6114,Financial Services,0.9,2,0
6115,Entertainment,0.6,1,0
6116,Retail,0.5,7,2
6117,Manufacturing,0.5,5,1
6118,Manufacturing,0.6,5,1
6119,Financial Services,0.8,2,0
6120,Manufacturing,0.9,5,1
6121,Manufacturing,0.1,5,1
6122,Manufacturing,0.2,5,1
6123,IT,0.5,4,1
6124,Entertainment,0.6,1,0
6125,Entertainment,0.9,1,0
6126,Health,0.3,3,0
6127,Manufacturing,0.1,5,1
6128,Financial Services,0.6,2,0
6129,Health,0.8,3,0
6130,Financial Services,0.1,2,0
6131,Health,0.6,3,0
6132,Financial Services,0.8,2,0
6133,Retail,1.0,7,2
6134,Retail,0.1,7,2
6135,Financial Services,0.1,2,0
6136,Health,0.3,3,0
6137,Manufacturing,0.7,5,1
6138,Health,0.4,3,0
6139,Retail,0.3,7,2
6140,Financial Services,0.8,2,0
6141,Argiculture,1.0,0,0
6142,Financial Services,0.6,2,0
6143,Health,0.3,3,0
6144,Financial Services,0.4,2,0
6145,Manufacturing,0.5,5,1
6146,Financial Services,0.9,2,0
6147,Financial Services,0.7,2,0
6148,Property,0.6,6,2
6149,Health,0.4,3,0
6150,IT,0.6,4,1
6151,Health,0.6,3,0
6152,Financial Services,0.4,2,0
6153,IT,0.8,4,1
6154,Retail,0.7,7,2
6155,Manufacturing,0.8,5,1
6156,Manufacturing,0.7,5,1
6157,Manufacturing,0.9,5,1
6158,Financial Services,0.9,2,0
6159,Health,0.4,3,0
6160,Financial Services,0.5,2,0
6161,Entertainment,0.1,1,0
6162,Manufacturing,0.8,5,1
6163,Property,0.4,6,2
6164,Financial Services,1.0,2,0
6165,Financial Services,0.7,2,0
6166,Financial Services,0.3,2,0
6167,Financial Services,0.8,2,0
6168,IT,0.4,4,1
6169,Manufacturing,0.6,5,1
6170,Manufacturing,0.7,5,1
6171,Health,0.4,3,0
6172,Property,0.9,6,2
6173,Financial Services,0.5,2,0
6174,Financial Services,0.7,2,0
6175,Manufacturing,0.5,5,1
6176,Health,0.6,3,0
6177,Health,0.8,3,0
6178,Manufacturing,0.5,5,1
6179,Financial Services,0.7,2,0
6180,Health,0.5,3,0
6181,Health,0.3,3,0
6182,Property,0.6,6,2
6183,Manufacturing,0.7,5,1
6184,Manufacturing,0.8,5,1
6185,Health,0.6,3,0
6186,Retail,0.7,7,2
6187,Retail,0.1,7,2
6188,Entertainment,0.0,1,0
6189,Manufacturing,0.7,5,1
6190,Financial Services,0.0,2,0
6191,Manufacturing,0.7,5,1
6192,Property,0.7,6,2
6193,Manufacturing,0.8,5,1
6194,Retail,0.7,7,2
6195,Entertainment,0.5,1,0
6196,Retail,0.6,7,2
6197,Entertainment,0.6,1,0
6198,Manufacturing,0.8,5,1
6199,Telecommunications,0.9,8,2
6200,Financial Services,0.9,2,0
6201,Manufacturing,0.2,5,1
6202,Retail,0.4,7,2
6203,Financial Services,0.8,2,0
6204,Retail,0.1,7,2
6205,Financial Services,0.9,2,0
6206,Manufacturing,0.9,5,1
6207,Health,0.5,3,0
6208,Manufacturing,0.5,5,1
6209,Manufacturing,1.0,5,1
6210,Manufacturing,0.7,5,1
6211,Health,0.4,3,0
6212,Entertainment,0.6,1,0
6213,Health,0.7,3,0
6214,Property,0.9,6,2
6215,Health,0.7,3,0
6216,Manufacturing,0.6,5,1
6217,Manufacturing,0.6,5,1
6218,Health,0.2,3,0
6219,Financial Services,0.2,2,0
6220,Health,0.6,3,0
6221,Retail,0.3,7,2
6222,Health,0.8,3,0
6223,Retail,0.7,7,2
6224,Manufacturing,1.0,5,1
6225,Manufacturing,0.4,5,1
6226,Health,1.0,3,0
6227,Health,1.0,3,0
6228,Manufacturing,0.6,5,1
6229,Argiculture,0.4,0,0
6230,Manufacturing,0.4,5,1
6231,Telecommunications,0.5,8,2
6232,Manufacturing,0.3,5,1
6233,Manufacturing,0.3,5,1
6234,Health,0.3,3,0
6235,Financial Services,0.3,2,0
6236,Financial Services,0.4,2,0
6237,Retail,0.4,7,2
6238,Health,0.7,3,0
6239,Property,0.2,6,2
6240,Financial Services,1.0,2,0
6241,Property,0.4,6,2
6242,Financial Services,0.6,2,0
6243,Manufacturing,0.5,5,1
6244,Retail,0.9,7,2
6245,Retail,0.7,7,2
6246,Manufacturing,0.9,5,1
6247,Health,0.7,3,0
6248,Telecommunications,0.3,8,2
6249,Health,0.9,3,0
6250,Manufacturing,0.6,5,1
6251,Manufacturing,0.7,5,1
6252,IT,0.7,4,1
6253,Financial Services,0.5,2,0
6254,Argiculture,1.0,0,0
6255,Financial Services,0.5,2,0
6256,IT,0.8,4,1
6257,Financial Services,0.7,2,0
6258,Argiculture,0.5,0,0
6259,Manufacturing,0.8,5,1
6260,Manufacturing,0.7,5,1
6261,Retail,0.5,7,2
6262,Financial Services,0.1,2,0
6263,Manufacturing,0.4,5,1
6264,Manufacturing,0.4,5,1
6265,Manufacturing,0.9,5,1
6266,Manufacturing,0.3,5,1
6267,Manufacturing,0.9,5,1
6268,Telecommunications,0.9,8,2
6269,Financial Services,1.0,2,0
6270,Financial Services,0.6,2,0
6271,Health,0.7,3,0
6272,Financial Services,1.0,2,0
6273,Financial Services,0.5,2,0
6274,IT,0.4,4,1
6275,Financial Services,0.7,2,0
6276,Manufacturing,0.5,5,1
6277,Retail,0.6,7,2
6278,Retail,0.8,7,2
6279,Health,0.4,3,0
6280,Retail,0.4,7,2
6281,Retail,0.9,7,2
6282,Health,1.0,3,0
6283,Financial Services,0.5,2,0
6284,Financial Services,0.9,2,0
6285,Manufacturing,0.7,5,1
6286,Property,0.7,6,2
6287,Financial Services,0.9,2,0
6288,Manufacturing,0.7,5,1
6289,Manufacturing,0.7,5,1
6290,Health,0.4,3,0
6291,Financial Services,0.9,2,0
6292,Entertainment,0.7,1,0
6293,Financial Services,0.1,2,0
6294,Financial Services,0.5,2,0
6295,Argiculture,0.4,0,0
6296,Entertainment,0.3,1,0
6297,Financial Services,0.6,2,0
6298,Manufacturing,0.4,5,1
6299,Financial Services,0.8,2,0
6300,Retail,0.7,7,2
6301,Manufacturing,0.1,5,1
6302,Entertainment,0.9,1,0
6303,Financial Services,0.9,2,0
6304,Property,0.6,6,2
6305,Manufacturing,0.6,5,1
6306,Manufacturing,0.4,5,1
6307,Retail,0.9,7,2
6308,Financial Services,0.9,2,0
6309,Manufacturing,0.8,5,1
6310,Argiculture,0.7,0,0
6311,Entertainment,0.4,1,0
6312,Property,0.9,6,2
6313,Financial Services,0.2,2,0
6314,Manufacturing,1.0,5,1
6315,Financial Services,0.3,2,0
6316,Financial Services,0.3,2,0
6317,IT,0.4,4,1
6318,Manufacturing,0.7,5,1
6319,Manufacturing,0.1,5,1
6320,Manufacturing,1.0,5,1
6321,Health,0.6,3,0
6322,Financial Services,0.6,2,0
6323,Health,0.6,3,0
6324,Health,1.0,3,0
6325,Property,1.0,6,2
6326,Health,0.3,3,0
6327,Manufacturing,0.7,5,1
6328,Retail,0.7,7,2
6329,Entertainment,0.8,1,0
6330,Argiculture,0.7,0,0
6331,Manufacturing,0.7,5,1
6332,IT,0.7,4,1
6333,Financial Services,0.6,2,0
6334,Entertainment,0.1,1,0
6335,Manufacturing,0.6,5,1
6336,Financial Services,0.9,2,0
6337,Property,0.8,6,2
6338,Financial Services,0.9,2,0
6339,Manufacturing,0.8,5,1
6340,Financial Services,0.9,2,0
6341,Manufacturing,0.9,5,1
6342,Health,0.5,3,0
6343,Health,0.7,3,0
6344,Financial Services,0.7,2,0
6345,Health,0.5,3,0
6346,Manufacturing,0.7,5,1
6347,Telecommunications,0.0,8,2
6348,Manufacturing,0.5,5,1
6349,Health,0.8,3,0
6350,Property,0.7,6,2
6351,IT,0.8,4,1
6352,Argiculture,0.4,0,0
6353,Manufacturing,0.3,5,1
6354,Financial Services,0.7,2,0
6355,Manufacturing,0.5,5,1
6356,Property,0.7,6,2
6357,Retail,1.0,7,2
6358,Financial Services,0.8,2,0
6359,Retail,0.7,7,2
6360,Financial Services,0.3,2,0
6361,Financial Services,0.8,2,0
6362,Health,0.7,3,0
6363,Manufacturing,0.7,5,1
6364,Manufacturing,0.7,5,1
6365,Financial Services,0.8,2,0
6366,Property,0.3,6,2
6367,Financial Services,0.6,2,0
6368,Financial Services,0.5,2,0
6369,Retail,0.4,7,2
6370,Retail,0.4,7,2
6371,Health,0.2,3,0
6372,Health,1.0,3,0
6373,IT,0.2,4,1
6374,Health,0.8,3,0
6375,Manufacturing,0.9,5,1
6376,Health,0.5,3,0
6377,Health,0.6,3,0
6378,Financial Services,0.7,2,0
6379,Health,0.9,3,0
6380,Manufacturing,0.3,5,1
6381,Financial Services,0.2,2,0
6382,Health,0.4,3,0
6383,IT,0.2,4,1
6384,Retail,0.7,7,2
6385,Financial Services,0.6,2,0
6386,Retail,0.6,7,2
6387,Financial Services,0.3,2,0
6388,Property,0.1,6,2
6389,Financial Services,0.5,2,0
6390,Financial Services,0.5,2,0
6391,Manufacturing,0.3,5,1
6392,Financial Services,0.6,2,0
6393,Financial Services,0.5,2,0
6394,Financial Services,0.5,2,0
6395,Entertainment,0.8,1,0
6396,Financial Services,0.3,2,0
6397,Financial Services,0.9,2,0
6398,Retail,0.4,7,2
6399,Financial Services,0.6,2,0
6400,Manufacturing,0.9,5,1
6401,Health,0.6,3,0
6402,Manufacturing,0.6,5,1
6403,Health,0.8,3,0
6404,Argiculture,0.4,0,0
6405,Health,0.3,3,0
6406,Health,0.4,3,0
6407,Manufacturing,0.5,5,1
6408,Telecommunications,0.8,8,2
6409,Telecommunications,0.5,8,2
6410,Retail,0.8,7,2
6411,Financial Services,0.6,2,0
6412,Manufacturing,0.5,5,1
6413,Retail,0.9,7,2
6414,Manufacturing,0.7,5,1
6415,Financial Services,0.1,2,0
6416,Retail,0.9,7,2
6417,Manufacturing,0.4,5,1
6418,Health,0.1,3,0
6419,Financial Services,0.4,2,0
6420,Health,0.7,3,0
6421,Financial Services,0.8,2,0
6422,Health,0.5,3,0
6423,Financial Services,0.5,2,0
6424,Financial Services,0.7,2,0
6425,Property,0.4,6,2
6426,Financial Services,0.6,2,0
6427,Health,0.7,3,0
6428,Financial Services,0.5,2,0
6429,Property,0.9,6,2
6430,Entertainment,0.8,1,0
6431,Argiculture,0.7,0,0
6432,Health,0.6,3,0
6433,Manufacturing,0.4,5,1
6434,Property,0.3,6,2
6435,Financial Services,0.3,2,0
6436,Financial Services,0.9,2,0
6437,Health,0.6,3,0
6438,Argiculture,0.9,0,0
6439,Financial Services,1.0,2,0
6440,Health,0.7,3,0
6441,Financial Services,0.1,2,0
6442,Health,0.8,3,0
6443,Retail,0.4,7,2
6444,Health,0.0,3,0
6445,Manufacturing,0.3,5,1
6446,Financial Services,0.3,2,0
6447,Health,0.3,3,0
6448,Financial Services,0.2,2,0
6449,Retail,0.5,7,2
6450,Financial Services,0.6,2,0
6451,Retail,0.7,7,2
6452,IT,0.0,4,1
6453,Manufacturing,1.0,5,1
6454,Property,0.8,6,2
6455,Manufacturing,0.7,5,1
6456,Financial Services,0.8,2,0
6457,Manufacturing,0.3,5,1
6458,Financial Services,0.0,2,0
6459,Financial Services,0.8,2,0
6460,Manufacturing,0.7,5,1
6461,Health,0.9,3,0
6462,Health,1.0,3,0
6463,Property,0.6,6,2
6464,Manufacturing,0.7,5,1
6465,Manufacturing,0.6,5,1
6466,Health,0.6,3,0
6467,Manufacturing,0.2,5,1
6468,Financial Services,0.7,2,0
6469,Health,0.8,3,0
6470,Health,0.6,3,0
6471,Financial Services,0.9,2,0
6472,Financial Services,0.3,2,0
6473,Property,0.6,6,2
6474,Retail,0.7,7,2
6475,Health,0.5,3,0
6476,Telecommunications,0.4,8,2
6477,Retail,0.5,7,2
6478,Manufacturing,0.5,5,1
6479,Manufacturing,0.5,5,1
6480,Entertainment,0.7,1,0
6481,Health,0.4,3,0
6482,Manufacturing,0.1,5,1
6483,Retail,0.5,7,2
6484,Retail,0.5,7,2
6485,Health,0.4,3,0
6486,Retail,0.7,7,2
6487,Health,0.7,3,0
6488,Manufacturing,0.1,5,1
6489,Manufacturing,0.7,5,1
6490,Health,0.8,3,0
6491,Financial Services,0.3,2,0
6492,Telecommunications,0.6,8,2
6493,Financial Services,0.9,2,0
6494,Health,0.3,3,0
6495,Property,0.8,6,2
6496,IT,0.1,4,1
6497,Manufacturing,0.6,5,1
6498,Health,0.8,3,0
6499,Financial Services,0.5,2,0
6500,Health,0.3,3,0
6501,Property,0.6,6,2
6502,Financial Services,0.5,2,0
6503,Financial Services,0.5,2,0
6504,Retail,0.9,7,2
6505,Financial Services,0.1,2,0
6506,Financial Services,0.5,2,0
6507,Health,0.2,3,0
6508,Financial Services,0.6,2,0
6509,Financial Services,0.4,2,0
6510,Manufacturing,0.0,5,1
6511,Manufacturing,0.2,5,1
6512,Health,1.0,3,0
6513,IT,0.9,4,1
6514,Health,0.5,3,0
6515,Health,0.1,3,0
6516,Retail,0.9,7,2
6517,Entertainment,0.6,1,0
6518,Health,0.8,3,0
6519,Health,0.6,3,0
6520,IT,0.4,4,1
6521,Retail,0.6,7,2
6522,Financial Services,0.2,2,0
6523,Property,0.4,6,2
6524,Manufacturing,0.6,5,1
6525,Entertainment,0.9,1,0
6526,Property,0.9,6,2
6527,IT,0.7,4,1
6528,Retail,0.7,7,2
6529,Argiculture,0.5,0,0
6530,Manufacturing,0.4,5,1
6531,Manufacturing,0.6,5,1
6532,Health,0.6,3,0
6533,Financial Services,0.7,2,0
6534,Health,0.7,3,0
6535,Financial Services,0.3,2,0
6536,Property,0.4,6,2
6537,Retail,0.7,7,2
6538,Health,0.6,3,0
6539,Manufacturing,0.9,5,1
6540,Financial Services,0.4,2,0
6541,Property,0.3,6,2
6542,Financial Services,0.9,2,0
6543,Manufacturing,0.2,5,1
6544,Financial Services,0.7,2,0
6545,Financial Services,0.5,2,0
6546,Property,0.7,6,2
6547,Manufacturing,0.7,5,1
6548,Manufacturing,0.4,5,1
6549,Health,0.1,3,0
6550,Manufacturing,1.0,5,1
6551,IT,0.6,4,1
6552,Manufacturing,0.6,5,1
6553,Financial Services,0.9,2,0
6554,Financial Services,0.1,2,0
6555,Health,0.7,3,0
6556,Financial Services,0.5,2,0
6557,Financial Services,0.9,2,0
6558,Health,0.5,3,0
6559,Manufacturing,0.7,5,1
6560,Financial Services,0.2,2,0
6561,Financial Services,0.1,2,0
6562,Entertainment,0.2,1,0
6563,Manufacturing,0.4,5,1
6564,Entertainment,0.2,1,0
6565,Retail,0.4,7,2
6566,Manufacturing,0.6,5,1
6567,Manufacturing,1.0,5,1
6568,Financial Services,0.4,2,0
6569,Health,0.8,3,0
6570,Health,0.4,3,0
6571,Health,0.9,3,0
6572,Financial Services,0.7,2,0
6573,Financial Services,0.1,2,0
6574,Financial Services,0.1,2,0
6575,Manufacturing,0.7,5,1
6576,Retail,0.6,7,2
6577,Entertainment,0.4,1,0
6578,Health,0.9,3,0
6579,Health,1.0,3,0
6580,Financial Services,0.4,2,0
6581,Health,0.9,3,0
6582,Health,0.6,3,0
6583,Financial Services,0.7,2,0
6584,Health,0.8,3,0
6585,IT,0.3,4,1
6586,Health,0.1,3,0
6587,Manufacturing,0.3,5,1
6588,Manufacturing,0.9,5,1
6589,Financial Services,0.9,2,0
6590,Manufacturing,0.9,5,1
6591,Health,0.1,3,0
6592,Manufacturing,0.1,5,1
6593,Manufacturing,0.9,5,1
6594,IT,0.6,4,1
6595,Financial Services,0.3,2,0
6596,Health,1.0,3,0
6597,Manufacturing,0.3,5,1
6598,Manufacturing,0.6,5,1
6599,Manufacturing,0.8,5,1
6600,Manufacturing,0.4,5,1
6601,Property,0.4,6,2
6602,Manufacturing,0.7,5,1
6603,Property,0.5,6,2
6604,Financial Services,0.5,2,0
6605,Retail,0.0,7,2
6606,IT,0.7,4,1
6607,Entertainment,0.6,1,0
6608,Manufacturing,0.8,5,1
6609,Health,0.2,3,0
6610,Retail,0.6,7,2
6611,Financial Services,0.6,2,0
6612,Manufacturing,0.6,5,1
6613,Health,0.9,3,0
6614,Property,0.6,6,2
6615,Health,0.9,3,0
6616,Manufacturing,0.3,5,1
6617,Manufacturing,0.8,5,1
6618,Health,0.5,3,0
6619,Manufacturing,0.6,5,1
6620,Health,0.0,3,0
6621,Manufacturing,0.6,5,1
6622,Financial Services,0.3,2,0
6623,Manufacturing,0.7,5,1
6624,Property,0.7,6,2
6625,Entertainment,0.2,1,0
6626,Retail,0.7,7,2
6627,Manufacturing,0.7,5,1
6628,Entertainment,0.4,1,0
6629,Financial Services,0.3,2,0
6630,Manufacturing,0.6,5,1
6631,Financial Services,0.6,2,0
6632,Health,0.6,3,0
6633,Health,0.3,3,0
6634,Financial Services,0.2,2,0
6635,Manufacturing,1.0,5,1
6636,Retail,0.4,7,2
6637,IT,0.3,4,1
6638,Manufacturing,0.3,5,1
6639,IT,0.0,4,1
6640,Manufacturing,0.6,5,1
6641,Financial Services,0.6,2,0
6642,Financial Services,0.5,2,0
6643,Manufacturing,0.6,5,1
6644,Health,0.5,3,0
6645,Manufacturing,0.7,5,1
6646,Manufacturing,0.3,5,1
6647,Financial Services,0.4,2,0
6648,Retail,0.7,7,2
6649,Financial Services,0.9,2,0
6650,Manufacturing,0.1,5,1
6651,Financial Services,0.6,2,0
6652,Manufacturing,0.1,5,1
6653,Health,0.8,3,0
6654,Financial Services,1.0,2,0
6655,Manufacturing,0.1,5,1
6656,Financial Services,0.4,2,0
6657,Financial Services,0.9,2,0
6658,Argiculture,0.6,0,0
6659,Health,0.6,3,0
6660,Manufacturing,0.5,5,1
6661,Manufacturing,0.7,5,1
6662,Health,0.9,3,0
6663,Health,0.6,3,0
6664,Manufacturing,0.1,5,1
6665,Manufacturing,0.5,5,1
6666,Manufacturing,0.9,5,1
6667,Health,0.8,3,0
6668,Financial Services,0.9,2,0
6669,Manufacturing,1.0,5,1
6670,Retail,0.6,7,2
6671,Health,0.6,3,0
6672,Health,0.9,3,0
6673,Financial Services,0.9,2,0
6674,Manufacturing,0.8,5,1
6675,Health,1.0,3,0
6676,Manufacturing,0.4,5,1
6677,Manufacturing,0.9,5,1
6678,Health,0.7,3,0
6679,Entertainment,0.6,1,0
6680,Property,0.9,6,2
6681,Health,0.7,3,0
6682,Manufacturing,0.4,5,1
6683,Manufacturing,1.0,5,1
6684,Telecommunications,0.5,8,2
6685,Property,0.9,6,2
6686,Financial Services,0.9,2,0
6687,Health,0.7,3,0
6688,Retail,0.8,7,2
6689,Manufacturing,0.4,5,1
6690,Manufacturing,0.5,5,1
6691,Manufacturing,0.6,5,1
6692,Financial Services,0.3,2,0
6693,Health,0.4,3,0
6694,Financial Services,0.7,2,0
6695,Retail,0.5,7,2
6696,Manufacturing,0.4,5,1
6697,Financial Services,0.2,2,0
6698,Manufacturing,1.0,5,1
6699,Retail,0.7,7,2
6700,Manufacturing,0.6,5,1
6701,Financial Services,0.3,2,0
6702,Entertainment,0.7,1,0
6703,Manufacturing,0.5,5,1
6704,Property,0.6,6,2
6705,Manufacturing,0.6,5,1
6706,Manufacturing,0.7,5,1
6707,Manufacturing,0.7,5,1
6708,Retail,0.5,7,2
6709,Argiculture,0.9,0,0
6710,Telecommunications,0.6,8,2
6711,Health,0.5,3,0
6712,Health,0.5,3,0
6713,Retail,0.7,7,2
6714,Health,0.0,3,0
6715,Manufacturing,0.4,5,1
6716,Manufacturing,0.2,5,1
6717,Manufacturing,0.6,5,1
6718,Manufacturing,0.3,5,1
6719,Retail,0.4,7,2
6720,Health,0.1,3,0
6721,Financial Services,0.3,2,0
6722,Manufacturing,0.3,5,1
6723,Health,0.8,3,0
6724,Health,0.7,3,0
6725,Health,0.1,3,0
6726,Health,1.0,3,0
6727,Financial Services,0.1,2,0
6728,Financial Services,0.8,2,0
6729,Financial Services,0.3,2,0
6730,Financial Services,0.1,2,0
6731,Manufacturing,0.7,5,1
6732,Financial Services,0.4,2,0
6733,Retail,0.1,7,2
6734,Manufacturing,0.3,5,1
6735,Property,0.7,6,2
6736,Manufacturing,0.8,5,1
6737,Financial Services,0.9,2,0
6738,Financial Services,0.1,2,0
6739,Health,0.7,3,0
6740,Manufacturing,0.7,5,1
6741,Financial Services,0.9,2,0
6742,Retail,0.4,7,2
6743,Financial Services,0.3,2,0
6744,Financial Services,0.1,2,0
6745,Financial Services,0.6,2,0
6746,Manufacturing,1.0,5,1
6747,IT,0.3,4,1
6748,Health,0.2,3,0
6749,IT,0.2,4,1
6750,Financial Services,0.9,2,0
6751,Entertainment,0.7,1,0
6752,Manufacturing,0.7,5,1
6753,Manufacturing,0.5,5,1
6754,Manufacturing,0.9,5,1
6755,Financial Services,0.7,2,0
6756,Argiculture,0.5,0,0
6757,Financial Services,0.0,2,0
6758,Financial Services,0.6,2,0
6759,Property,0.3,6,2
6760,Retail,0.6,7,2
6761,Financial Services,0.7,2,0
6762,Property,0.9,6,2
6763,Health,0.4,3,0
6764,Health,0.6,3,0
6765,Financial Services,0.5,2,0
6766,Health,0.1,3,0
6767,Retail,0.7,7,2
6768,Financial Services,0.1,2,0
6769,Entertainment,0.6,1,0
6770,Property,0.2,6,2
6771,Property,1.0,6,2
6772,Manufacturing,0.7,5,1
6773,Financial Services,1.0,2,0
6774,IT,0.6,4,1
6775,Financial Services,0.8,2,0
6776,Manufacturing,0.7,5,1
