,owns_car,RFM_Score ,owns_car_encoded,cluster
6681,Yes,0.7,1,1
6682,No,0.4,0,2
6683,No,1.0,0,0
6684,No,0.5,0,2
6685,Yes,0.9,1,1
6686,No,0.9,0,0
6687,Yes,0.7,1,1
6688,No,0.8,0,0
6689,Yes,0.4,1,1
6690,No,0.5,0,2
6691,Yes,0.6,1,1
6692,No,0.3,0,2
6693,Yes,0.4,1,1
6694,No,0.7,0,0
6695,Yes,0.5,1,1
6696,Yes,0.4,1,1
6697,Yes,0.2,1,1
6698,No,1.0,0,0
6699,Yes,0.7,1,1
6700,No,0.6,0,0
6701,No,0.3,0,2
6702,Yes,0.7,1,1
6703,No,0.5,0,2
6704,No,0.6,0,0
6705,Yes,0.6,1,1
6706,No,0.7,0,0
6707,Yes,0.7,1,1
6708,No,0.5,0,2
6709,No,0.9,0,0
6710,No,0.6,0,0
6711,Yes,0.5,1,1
6712,No,0.5,0,2
6713,Yes,0.7,1,1
6714,No,0.0,0,2
6715,No,0.4,0,2
6716,Yes,0.2,1,1
6717,No,0.6,0,0
6718,No,0.3,0,2
6719,Yes,0.4,1,1
6720,No,0.1,0,2
6721,No,0.3,0,2
6722,Yes,0.3,1,1
6723,Yes,0.8,1,1
6724,Yes,0.7,1,1
6725,Yes,0.1,1,1
6726,No,1.0,0,0
6727,No,0.1,0,2
6728,No,0.8,0,0
6729,Yes,0.3,1,1
6730,No,0.1,0,2
6731,Yes,0.7,1,1
6732,No,0.4,0,2
6733,Yes,0.1,1,1
6734,Yes,0.3,1,1
6735,Yes,0.7,1,1
6736,No,0.8,0,0
6737,Yes,0.9,1,1
6738,Yes,0.1,1,1
6739,Yes,0.7,1,1
6740,No,0.7,0,0
6741,Yes,0.9,1,1
6742,Yes,0.4,1,1
6743,Yes,0.3,1,1
6744,Yes,0.1,1,1
6745,No,0.6,0,0
6746,Yes,1.0,1,1
6747,No,0.3,0,2
6748,Yes,0.2,1,1
6749,Yes,0.2,1,1
6750,Yes,0.9,1,1
6751,Yes,0.7,1,1
6752,No,0.7,0,0
6753,Yes,0.5,1,1
6754,No,0.9,0,0
6755,Yes,0.7,1,1
6756,Yes,0.5,1,1
6757,No,0.0,0,2
6758,No,0.6,0,0
6759,Yes,0.3,1,1
6760,No,0.6,0,0
6761,No,0.7,0,0
6762,Yes,0.9,1,1
6763,No,0.4,0,2
6764,Yes,0.6,1,1
6765,No,0.5,0,2
6766,No,0.1,0,2
6767,Yes,0.7,1,1
6768,Yes,0.1,1,1
6769,No,0.6,0,0
6770,Yes,0.2,1,1
6771,Yes,1.0,1,1
6772,Yes,0.7,1,1
6773,Yes,1.0,1,1
6774,No,0.6,0,0
6775,Yes,0.8,1,1
6776,No,0.7,0,0
6777,No,0.9,0,0
6778,Yes,0.3,1,1
6779,No,0.3,0,2
6780,Yes,0.6,1,1
6781,Yes,0.4,1,1
6782,No,0.8,0,0
6783,No,0.9,0,0
6784,Yes,0.6,1,1
6785,No,0.3,0,2
6786,No,0.6,0,0
6787,No,1.0,0,0
6788,Yes,0.4,1,1
6789,Yes,0.3,1,1
6790,No,0.4,0,2
6791,No,0.3,0,2
6792,No,0.1,0,2
6793,Yes,0.8,1,1
6794,Yes,0.8,1,1
6795,No,0.5,0,2
6796,No,0.9,0,0
6797,Yes,0.1,1,1
6798,Yes,0.8,1,1
6799,Yes,1.0,1,1
6800,No,0.8,0,0
6801,Yes,0.7,1,1
6802,Yes,0.2,1,1
6803,Yes,0.9,1,1
6804,Yes,0.7,1,1
6805,No,0.4,0,2
6806,Yes,0.3,1,1
6807,No,0.4,0,2
6808,No,0.8,0,0
6809,No,0.2,0,2
6810,Yes,0.9,1,1
6811,Yes,0.6,1,1
6812,No,0.2,0,2
6813,No,0.4,0,2
6814,Yes,0.9,1,1
6815,No,0.1,0,2
6816,No,0.9,0,0
6817,No,0.6,0,0
6818,No,0.6,0,0
6819,Yes,0.6,1,1
6820,Yes,0.9,1,1
6821,No,0.1,0,2
6822,Yes,0.6,1,1
6823,No,0.9,0,0
6824,No,0.8,0,0
6825,Yes,0.6,1,1
6826,Yes,0.3,1,1
6827,No,0.8,0,0
6828,No,1.0,0,0
6829,Yes,0.9,1,1
6830,Yes,1.0,1,1
6831,No,0.7,0,0
6832,No,0.3,0,2
6833,No,0.1,0,2
6834,No,1.0,0,0
6835,Yes,0.3,1,1
6836,Yes,0.5,1,1
6837,No,0.9,0,0
6838,No,0.9,0,0
6839,Yes,0.5,1,1
6840,Yes,0.8,1,1
6841,No,0.7,0,0
6842,No,0.8,0,0
6843,Yes,0.0,1,1
6844,Yes,0.7,1,1
6845,No,0.2,0,2
6846,Yes,0.5,1,1
6847,No,0.4,0,2
6848,Yes,0.8,1,1
6849,No,0.6,0,0
6850,Yes,0.7,1,1
6851,No,0.6,0,0
6852,No,0.7,0,0
6853,No,0.7,0,0
6854,No,0.8,0,0
6855,No,0.1,0,2
6856,Yes,1.0,1,1
6857,Yes,0.6,1,1
6858,No,0.6,0,0
6859,Yes,0.6,1,1
6860,No,0.1,0,2
6861,Yes,0.7,1,1
6862,No,0.7,0,0
6863,Yes,0.6,1,1
6864,Yes,0.7,1,1
6865,Yes,0.5,1,1
6866,No,0.9,0,0
6867,No,0.8,0,0
6868,No,0.4,0,2
6869,Yes,0.9,1,1
6870,Yes,0.7,1,1
6871,No,0.3,0,2
6872,No,0.4,0,2
6873,No,0.6,0,0
6874,Yes,0.3,1,1
6875,No,0.9,0,0
6876,No,0.6,0,0
6877,No,0.4,0,2
6878,Yes,0.9,1,1
6879,No,0.8,0,0
6880,Yes,0.5,1,1
6881,Yes,0.3,1,1
6882,No,0.2,0,2
6883,No,0.6,0,0
6884,No,0.8,0,0
6885,No,0.4,0,2
6886,Yes,0.8,1,1
6887,No,0.8,0,0
6888,No,0.6,0,0
6889,Yes,1.0,1,1
6890,Yes,0.2,1,1
6891,No,0.6,0,0
6892,Yes,0.8,1,1
6893,No,0.3,0,2
6894,No,0.5,0,2
6895,Yes,0.2,1,1
6896,No,0.5,0,2
6897,Yes,0.7,1,1
6898,No,0.8,0,0
6899,No,0.5,0,2
6900,No,0.3,0,2
6901,Yes,0.6,1,1
6902,Yes,0.5,1,1
6903,Yes,0.6,1,1
6904,Yes,0.9,1,1
6905,No,0.6,0,0
6906,No,0.8,0,0
6907,No,0.9,0,0
6908,Yes,0.4,1,1
6909,No,0.6,0,0
6910,Yes,0.5,1,1
6911,No,0.7,0,0
6912,Yes,0.7,1,1
6913,No,0.6,0,0
6914,Yes,0.4,1,1
6915,No,0.9,0,0
6916,Yes,0.3,1,1
6917,No,0.8,0,0
6918,No,0.8,0,0
6919,No,0.6,0,0
6920,Yes,0.9,1,1
6921,No,0.5,0,2
6922,Yes,0.9,1,1
6923,Yes,0.7,1,1
6924,No,0.2,0,2
6925,No,0.3,0,2
6926,Yes,0.3,1,1
6927,Yes,0.5,1,1
6928,Yes,0.2,1,1
6929,No,0.4,0,2
6930,Yes,1.0,1,1
6931,No,0.2,0,2
6932,No,0.5,0,2
6933,No,0.2,0,2
6934,Yes,1.0,1,1
6935,Yes,0.2,1,1
6936,Yes,0.8,1,1
6937,Yes,0.4,1,1
6938,Yes,0.6,1,1
6939,No,0.9,0,0
6940,Yes,0.3,1,1
6941,Yes,0.9,1,1
6942,No,0.3,0,2
6943,No,0.9,0,0
6944,No,0.8,0,0
6945,No,0.4,0,2
6946,No,0.8,0,0
6947,Yes,0.9,1,1
6948,No,0.3,0,2
6949,No,0.0,0,2
6950,Yes,1.0,1,1
6951,No,0.6,0,0
6952,No,0.6,0,0
6953,No,1.0,0,0
6954,No,0.2,0,2
6955,Yes,0.4,1,1
6956,Yes,0.9,1,1
6957,No,0.5,0,2
6958,No,0.5,0,2
6959,Yes,0.6,1,1
6960,Yes,0.6,1,1
6961,Yes,0.9,1,1
6962,No,0.6,0,0
6963,No,0.7,0,0
6964,No,0.8,0,0
6965,Yes,1.0,1,1
6966,No,0.9,0,0
6967,Yes,0.7,1,1
6968,Yes,0.4,1,1
6969,No,1.0,0,0
6970,No,0.2,0,2
6971,No,0.6,0,0
6972,No,0.4,0,2
6973,No,0.4,0,2
6974,Yes,0.1,1,1
6975,No,0.6,0,0
6976,Yes,0.3,1,1
6977,No,0.7,0,0
6978,No,0.3,0,2
6979,No,0.9,0,0
6980,No,0.0,0,2
6981,Yes,0.1,1,1
6982,Yes,0.4,1,1
6983,Yes,0.1,1,1
6984,No,0.5,0,2
6985,No,0.8,0,0
6986,No,1.0,0,0
6987,No,0.1,0,2
6988,Yes,1.0,1,1
6989,Yes,0.5,1,1
6990,Yes,0.4,1,1
6991,No,0.1,0,2
6992,Yes,0.6,1,1
6993,Yes,0.3,1,1
6994,No,1.0,0,0
6995,No,0.6,0,0
6996,Yes,0.6,1,1
6997,Yes,0.6,1,1
6998,Yes,0.6,1,1
6999,No,0.6,0,0
7000,No,0.7,0,0
7001,No,0.7,0,0
7002,No,0.4,0,2
7003,Yes,1.0,1,1
7004,No,0.7,0,0
7005,Yes,0.6,1,1
7006,No,0.9,0,0
7007,Yes,0.1,1,1
7008,Yes,0.3,1,1
7009,Yes,0.9,1,1
7010,Yes,0.9,1,1
7011,Yes,0.4,1,1
7012,No,0.1,0,2
7013,No,0.6,0,0
7014,No,0.2,0,2
7015,No,0.7,0,0
7016,No,0.8,0,0
7017,No,0.3,0,2
7018,Yes,0.8,1,1
7019,Yes,0.8,1,1
7020,Yes,0.5,1,1
7021,Yes,0.1,1,1
7022,No,1.0,0,0
7023,Yes,0.4,1,1
7024,No,0.2,0,2
7025,Yes,0.3,1,1
7026,No,0.8,0,0
7027,Yes,0.7,1,1
7028,No,0.5,0,2
7029,Yes,0.7,1,1
7030,No,0.7,0,0
7031,Yes,0.5,1,1
7032,No,0.9,0,0
7033,No,0.5,0,2
7034,Yes,0.9,1,1
7035,No,0.2,0,2
7036,No,0.9,0,0
7037,Yes,0.4,1,1
7038,No,0.3,0,2
7039,No,0.9,0,0
7040,Yes,0.8,1,1
7041,Yes,0.3,1,1
7042,Yes,0.6,1,1
7043,No,0.3,0,2
7044,No,0.3,0,2
7045,Yes,0.5,1,1
7046,Yes,0.5,1,1
7047,No,0.7,0,0
7048,No,0.8,0,0
7049,Yes,0.5,1,1
7050,Yes,0.4,1,1
7051,Yes,1.0,1,1
7052,Yes,0.7,1,1
7053,Yes,0.4,1,1
7054,No,0.3,0,2
7055,Yes,0.6,1,1
7056,Yes,0.5,1,1
7057,No,0.4,0,2
7058,Yes,0.4,1,1
7059,Yes,0.7,1,1
7060,Yes,0.7,1,1
7061,Yes,0.5,1,1
7062,Yes,0.7,1,1
7063,Yes,0.9,1,1
7064,No,0.2,0,2
7065,No,0.2,0,2
7066,Yes,0.6,1,1
7067,Yes,0.3,1,1
7068,No,0.1,0,2
7069,Yes,0.5,1,1
7070,Yes,0.4,1,1
7071,No,0.7,0,0
7072,Yes,1.0,1,1
7073,Yes,0.8,1,1
7074,Yes,0.7,1,1
7075,No,0.2,0,2
7076,No,0.2,0,2
7077,No,1.0,0,0
7078,Yes,0.1,1,1
7079,No,0.9,0,0
7080,No,0.7,0,0
7081,Yes,0.4,1,1
7082,No,0.9,0,0
7083,Yes,0.5,1,1
7084,No,0.9,0,0
7085,No,0.5,0,2
7086,Yes,0.7,1,1
7087,Yes,0.7,1,1
7088,No,0.3,0,2
7089,Yes,0.7,1,1
7090,No,0.1,0,2
7091,Yes,0.2,1,1
7092,No,0.6,0,0
7093,Yes,0.5,1,1
7094,No,0.6,0,0
7095,Yes,0.9,1,1
7096,Yes,0.4,1,1
7097,Yes,0.6,1,1
7098,No,0.4,0,2
7099,Yes,0.5,1,1
7100,Yes,0.8,1,1
7101,Yes,0.2,1,1
7102,Yes,0.3,1,1
7103,No,0.8,0,0
7104,Yes,0.4,1,1
7105,No,0.6,0,0
7106,No,0.2,0,2
7107,No,0.7,0,0
7108,No,0.8,0,0
7109,No,0.8,0,0
7110,Yes,0.4,1,1
7111,Yes,0.4,1,1
7112,No,0.5,0,2
7113,Yes,0.5,1,1
7114,No,0.8,0,0
7115,Yes,0.6,1,1
7116,Yes,0.4,1,1
7117,Yes,1.0,1,1
7118,No,0.8,0,0
7119,No,0.6,0,0
7120,Yes,0.2,1,1
7121,Yes,0.6,1,1
7122,No,0.9,0,0
7123,No,0.4,0,2
7124,Yes,0.9,1,1
7125,Yes,0.4,1,1
7126,Yes,0.8,1,1
7127,Yes,0.2,1,1
7128,No,0.3,0,2
7129,No,0.1,0,2
7130,No,0.6,0,0
7131,No,0.9,0,0
7132,Yes,0.2,1,1
7133,Yes,0.5,1,1
7134,Yes,0.7,1,1
7135,No,0.9,0,0
7136,No,0.2,0,2
7137,Yes,0.7,1,1
7138,Yes,0.6,1,1
7139,Yes,1.0,1,1
7140,No,0.9,0,0
7141,Yes,0.8,1,1
7142,No,0.9,0,0
7143,Yes,0.4,1,1
7144,Yes,0.3,1,1
7145,No,0.6,0,0
7146,No,0.9,0,0
7147,No,0.6,0,0
7148,Yes,0.2,1,1
7149,Yes,0.7,1,1
7150,Yes,0.7,1,1
7151,Yes,1.0,1,1
7152,Yes,0.6,1,1
7153,No,0.4,0,2
7154,No,0.3,0,2
7155,Yes,0.4,1,1
7156,No,0.5,0,2
7157,No,0.6,0,0
7158,No,0.5,0,2
7159,No,0.7,0,0
7160,No,0.4,0,2
7161,Yes,0.1,1,1
7162,No,0.4,0,2
7163,No,0.9,0,0
7164,Yes,0.9,1,1
7165,Yes,0.9,1,1
7166,Yes,0.6,1,1
7167,Yes,0.7,1,1
7168,Yes,0.7,1,1
7169,No,0.7,0,0
7170,Yes,0.7,1,1
7171,No,0.8,0,0
7172,No,0.7,0,0
7173,No,0.5,0,2
7174,No,0.3,0,2
7175,Yes,0.2,1,1
7176,No,0.6,0,0
7177,No,0.8,0,0
7178,No,0.4,0,2
7179,No,0.9,0,0
7180,No,0.5,0,2
7181,No,0.9,0,0
7182,Yes,0.7,1,1
7183,No,0.2,0,2
7184,Yes,0.7,1,1
7185,Yes,0.8,1,1
7186,Yes,0.8,1,1
7187,Yes,0.7,1,1
7188,No,0.7,0,0
7189,No,0.7,0,0
7190,Yes,0.6,1,1
7191,No,0.9,0,0
7192,Yes,0.1,1,1
7193,Yes,0.8,1,1
7194,Yes,0.9,1,1
7195,Yes,0.4,1,1
7196,Yes,0.3,1,1
7197,Yes,0.3,1,1
7198,No,0.6,0,0
7199,Yes,0.7,1,1
7200,No,0.4,0,2
7201,No,0.8,0,0
7202,Yes,0.2,1,1
7203,Yes,0.6,1,1
7204,No,0.6,0,0
7205,No,0.8,0,0
7206,Yes,0.5,1,1
7207,Yes,0.3,1,1
7208,Yes,0.9,1,1
7209,No,0.6,0,0
7210,No,0.4,0,2
7211,Yes,0.4,1,1
7212,Yes,0.8,1,1
7213,No,0.5,0,2
7214,No,0.4,0,2
7215,Yes,0.4,1,1
7216,Yes,0.1,1,1
7217,Yes,0.3,1,1
7218,No,0.8,0,0
7219,Yes,0.9,1,1
7220,No,0.9,0,0
7221,Yes,0.2,1,1
7222,No,0.5,0,2
7223,No,0.3,0,2
7224,No,0.9,0,0
7225,Yes,0.2,1,1
7226,Yes,0.7,1,1
7227,No,0.1,0,2
7228,No,0.4,0,2
7229,No,0.3,0,2
7230,Yes,0.9,1,1
7231,Yes,0.7,1,1
7232,No,0.6,0,0
7233,Yes,0.4,1,1
7234,No,0.5,0,2
7235,No,0.8,0,0
7236,No,0.4,0,2
7237,Yes,0.3,1,1
7238,No,0.7,0,0
7239,Yes,0.3,1,1
7240,No,0.2,0,2
7241,No,0.6,0,0
7242,No,0.5,0,2
7243,No,0.4,0,2
7244,No,0.9,0,0
7245,No,0.3,0,2
7246,No,0.6,0,0
7247,No,0.7,0,0
7248,Yes,0.7,1,1
7249,Yes,0.5,1,1
7250,Yes,0.2,1,1
7251,Yes,0.8,1,1
7252,No,1.0,0,0
7253,Yes,0.6,1,1
7254,No,0.9,0,0
7255,Yes,0.4,1,1
7256,No,0.6,0,0
7257,No,0.4,0,2
7258,No,0.9,0,0
7259,No,0.4,0,2
7260,No,1.0,0,0
7261,No,0.9,0,0
7262,Yes,0.6,1,1
7263,No,0.8,0,0
7264,No,0.7,0,0
7265,Yes,0.3,1,1
7266,No,1.0,0,0
7267,Yes,0.6,1,1
7268,Yes,0.4,1,1
7269,No,0.3,0,2
7270,Yes,0.3,1,1
7271,No,0.4,0,2
7272,Yes,0.5,1,1
7273,Yes,0.9,1,1
7274,No,0.7,0,0
7275,No,0.3,0,2
7276,Yes,0.6,1,1
7277,No,0.4,0,2
7278,No,0.7,0,0
7279,No,0.3,0,2
7280,Yes,0.4,1,1
7281,No,0.5,0,2
7282,Yes,0.3,1,1
7283,Yes,0.7,1,1
7284,Yes,0.7,1,1
7285,Yes,0.5,1,1
7286,No,0.9,0,0
7287,No,0.0,0,2
7288,No,0.4,0,2
7289,No,0.8,0,0
7290,No,0.7,0,0
7291,Yes,0.5,1,1
7292,No,0.6,0,0
7293,Yes,0.7,1,1
7294,No,0.4,0,2
7295,No,0.3,0,2
7296,No,0.1,0,2
7297,Yes,0.5,1,1
7298,Yes,0.1,1,1
7299,Yes,0.0,1,1
7300,Yes,0.0,1,1
7301,Yes,0.5,1,1
7302,No,0.8,0,0
7303,Yes,0.9,1,1
7304,Yes,0.9,1,1
7305,No,0.9,0,0
7306,Yes,0.1,1,1
7307,Yes,0.5,1,1
7308,Yes,0.7,1,1
7309,No,0.6,0,0
7310,Yes,0.6,1,1
7311,No,0.6,0,0
7312,Yes,0.7,1,1
7313,Yes,0.8,1,1
7314,Yes,0.4,1,1
7315,Yes,0.8,1,1
7316,Yes,0.6,1,1
7317,No,0.0,0,2
7318,No,0.7,0,0
7319,Yes,0.9,1,1
7320,No,0.5,0,2
7321,Yes,0.7,1,1
7322,No,0.6,0,0
7323,No,1.0,0,0
7324,Yes,0.6,1,1
7325,Yes,0.4,1,1
7326,No,0.6,0,0
7327,Yes,0.9,1,1
7328,No,1.0,0,0
7329,No,0.4,0,2
7330,No,0.9,0,0
7331,No,0.5,0,2
7332,No,0.6,0,0
7333,No,0.7,0,0
7334,Yes,0.8,1,1
7335,No,0.8,0,0
7336,No,0.6,0,0
7337,No,0.6,0,0
7338,Yes,0.3,1,1
7339,No,0.8,0,0
7340,No,0.7,0,0
7341,Yes,0.6,1,1
7342,No,0.3,0,2
7343,Yes,0.1,1,1
7344,Yes,0.5,1,1
7345,Yes,0.4,1,1
7346,Yes,0.5,1,1
7347,Yes,0.7,1,1
7348,Yes,0.7,1,1
7349,No,0.0,0,2
7350,No,0.1,0,2
7351,Yes,1.0,1,1
7352,Yes,0.6,1,1
7353,Yes,0.9,1,1
7354,No,0.8,0,0
7355,Yes,0.5,1,1
7356,No,1.0,0,0
7357,No,1.0,0,0
7358,Yes,0.7,1,1
7359,No,0.9,0,0
7360,Yes,0.6,1,1
7361,Yes,0.3,1,1
7362,No,0.2,0,2
7363,No,0.5,0,2
7364,Yes,0.7,1,1
7365,Yes,0.3,1,1
7366,No,0.8,0,0
7367,No,0.6,0,0
7368,No,0.7,0,0
7369,Yes,0.4,1,1
7370,Yes,0.5,1,1
7371,No,0.3,0,2
7372,No,0.8,0,0
7373,Yes,0.9,1,1
7374,No,0.9,0,0
7375,No,0.0,0,2
7376,No,0.5,0,2
7377,Yes,1.0,1,1
7378,No,0.5,0,2
7379,No,0.6,0,0
7380,No,0.3,0,2
7381,No,0.5,0,2
7382,Yes,0.9,1,1
7383,Yes,0.8,1,1
7384,No,0.6,0,0
7385,Yes,1.0,1,1
7386,No,0.6,0,0
7387,No,0.8,0,0
7388,Yes,0.6,1,1
7389,No,0.9,0,0
7390,No,0.0,0,2
7391,Yes,0.6,1,1
7392,No,1.0,0,0
7393,Yes,0.9,1,1
7394,Yes,0.6,1,1
7395,No,1.0,0,0
7396,Yes,0.6,1,1
7397,No,0.7,0,0
7398,No,0.6,0,0
7399,Yes,0.7,1,1
7400,No,0.3,0,2
7401,Yes,0.6,1,1
7402,Yes,0.9,1,1
7403,Yes,0.7,1,1
7404,No,0.8,0,0
7405,No,0.8,0,0
7406,No,0.5,0,2
7407,Yes,0.7,1,1
7408,Yes,0.9,1,1
7409,Yes,0.3,1,1
7410,No,0.9,0,0
7411,Yes,0.8,1,1
7412,No,0.6,0,0
7413,Yes,0.5,1,1
7414,Yes,1.0,1,1
7415,Yes,0.6,1,1
7416,Yes,0.5,1,1
7417,Yes,0.7,1,1
7418,No,0.9,0,0
7419,Yes,0.5,1,1
7420,No,0.5,0,2
7421,Yes,1.0,1,1
7422,Yes,0.7,1,1
7423,Yes,0.4,1,1
7424,No,0.7,0,0
7425,No,1.0,0,0
7426,Yes,0.6,1,1
7427,No,0.0,0,2
7428,No,0.7,0,0
7429,No,0.7,0,0
7430,No,0.6,0,0
7431,No,0.8,0,0
7432,Yes,0.9,1,1
7433,Yes,0.6,1,1
7434,No,0.3,0,2
7435,No,0.7,0,0
7436,Yes,0.1,1,1
7437,No,0.2,0,2
7438,No,0.4,0,2
7439,Yes,0.5,1,1
7440,No,0.6,0,0
7441,Yes,0.3,1,1
7442,Yes,0.7,1,1
7443,No,0.8,0,0
7444,No,0.9,0,0
7445,Yes,0.3,1,1
7446,Yes,0.9,1,1
7447,Yes,0.4,1,1
7448,Yes,0.3,1,1
7449,No,0.2,0,2
7450,No,0.7,0,0
7451,Yes,0.3,1,1
7452,No,0.6,0,0
7453,Yes,0.6,1,1
7454,No,0.7,0,0
7455,Yes,1.0,1,1
7456,No,0.7,0,0
7457,Yes,0.2,1,1
7458,Yes,0.7,1,1
7459,No,0.1,0,2
7460,Yes,0.5,1,1
7461,Yes,0.9,1,1
7462,No,0.6,0,0
7463,No,0.9,0,0
7464,Yes,0.6,1,1
7465,Yes,0.6,1,1
7466,No,0.5,0,2
7467,No,0.9,0,0
7468,No,0.2,0,2
7469,No,1.0,0,0
7470,No,1.0,0,0
7471,No,0.7,0,0
7472,Yes,1.0,1,1
7473,Yes,0.7,1,1
7474,No,0.9,0,0
7475,Yes,0.6,1,1
7476,Yes,0.7,1,1
7477,Yes,1.0,1,1
7478,Yes,1.0,1,1
7479,Yes,1.0,1,1
7480,No,0.4,0,2
7481,Yes,0.8,1,1
7482,No,0.7,0,0
7483,No,0.1,0,2
7484,Yes,0.5,1,1
7485,Yes,0.5,1,1
7486,No,0.6,0,0
7487,No,0.9,0,0
7488,No,0.9,0,0
7489,No,0.3,0,2
7490,Yes,0.7,1,1
7491,Yes,0.9,1,1
7492,No,0.4,0,2
7493,No,0.4,0,2
7494,Yes,0.6,1,1
7495,Yes,0.4,1,1
7496,Yes,0.5,1,1
7497,Yes,0.6,1,1
7498,No,0.4,0,2
7499,Yes,0.9,1,1
7500,No,0.7,0,0
7501,Yes,0.5,1,1
7502,No,0.1,0,2
7503,Yes,0.7,1,1
7504,No,0.7,0,0
7505,No,0.6,0,0
7506,Yes,0.9,1,1
7507,Yes,1.0,1,1
7508,No,0.6,0,0
7509,Yes,0.5,1,1
7510,No,0.6,0,0
7511,Yes,0.4,1,1
7512,Yes,0.5,1,1
7513,Yes,0.7,1,1
7514,Yes,0.0,1,1
7515,Yes,0.2,1,1
7516,No,0.5,0,2
7517,Yes,0.7,1,1
7518,No,0.9,0,0
7519,Yes,0.6,1,1
7520,Yes,0.0,1,1
7521,No,0.5,0,2
7522,Yes,0.4,1,1
7523,No,0.5,0,2
7524,Yes,0.9,1,1
7525,Yes,0.1,1,1
7526,Yes,0.3,1,1
7527,No,0.7,0,0
7528,Yes,0.4,1,1
7529,Yes,0.8,1,1
7530,No,0.4,0,2
7531,Yes,0.2,1,1
7532,No,0.4,0,2
7533,No,1.0,0,0
7534,No,0.7,0,0
7535,Yes,0.4,1,1
7536,Yes,0.8,1,1
7537,No,0.6,0,0
7538,Yes,0.1,1,1
7539,Yes,0.3,1,1
7540,Yes,0.4,1,1
7541,No,0.4,0,2
7542,No,0.4,0,2
7543,No,0.7,0,0
7544,Yes,0.5,1,1
7545,Yes,0.4,1,1
7546,Yes,0.4,1,1
7547,Yes,0.7,1,1
7548,No,0.6,0,0
7549,Yes,0.4,1,1
7550,Yes,0.5,1,1
7551,Yes,0.8,1,1
7552,No,0.5,0,2
7553,No,1.0,0,0
7554,Yes,0.1,1,1
7555,Yes,0.4,1,1
7556,No,0.4,0,2
7557,Yes,0.6,1,1
7558,No,0.0,0,2
7559,Yes,0.6,1,1
7560,No,0.9,0,0
7561,No,0.3,0,2
7562,Yes,0.8,1,1
7563,No,0.3,0,2
7564,No,0.9,0,0
7565,Yes,0.6,1,1
7566,Yes,0.0,1,1
7567,No,0.7,0,0
7568,Yes,0.6,1,1
7569,Yes,0.5,1,1
7570,No,0.9,0,0
7571,Yes,0.9,1,1
7572,No,0.6,0,0
7573,No,0.7,0,0
7574,No,0.3,0,2
7575,No,0.3,0,2
7576,Yes,0.4,1,1
7577,No,0.4,0,2
7578,No,0.1,0,2
7579,Yes,0.5,1,1
7580,No,0.2,0,2
7581,No,0.9,0,0
7582,Yes,0.4,1,1
7583,No,0.3,0,2
7584,No,0.9,0,0
7585,Yes,0.3,1,1
7586,Yes,1.0,1,1
7587,No,0.3,0,2
7588,No,0.8,0,0
7589,No,0.9,0,0
7590,Yes,0.6,1,1
7591,Yes,0.9,1,1
7592,No,0.2,0,2
7593,No,0.9,0,0
7594,No,0.8,0,0
7595,Yes,0.9,1,1
7596,No,0.6,0,0
7597,Yes,0.9,1,1
7598,Yes,0.2,1,1
7599,No,0.8,0,0
7600,Yes,0.4,1,1
7601,Yes,0.3,1,1
7602,Yes,0.7,1,1
7603,No,0.4,0,2
7604,Yes,0.5,1,1
7605,No,0.2,0,2
7606,Yes,0.7,1,1
7607,Yes,0.4,1,1
7608,Yes,0.4,1,1
7609,No,1.0,0,0
7610,Yes,0.7,1,1
7611,No,0.9,0,0
7612,Yes,0.3,1,1
7613,No,0.9,0,0
7614,No,0.2,0,2
7615,Yes,0.3,1,1
7616,Yes,0.4,1,1
7617,No,1.0,0,0
7618,Yes,0.9,1,1
7619,No,0.5,0,2
7620,Yes,0.8,1,1
7621,Yes,0.6,1,1
7622,Yes,0.3,1,1
7623,Yes,0.0,1,1
7624,No,0.6,0,0
7625,Yes,0.7,1,1
7626,No,0.8,0,0
7627,No,0.8,0,0
7628,Yes,0.3,1,1
7629,No,0.4,0,2
7630,Yes,0.9,1,1
7631,Yes,0.9,1,1
7632,No,0.4,0,2
7633,No,0.6,0,0
7634,Yes,0.6,1,1
7635,Yes,0.5,1,1
7636,No,0.7,0,0
7637,No,0.6,0,0
7638,No,0.5,0,2
7639,No,0.3,0,2
7640,No,0.6,0,0
7641,No,0.6,0,0
7642,Yes,0.2,1,1
7643,Yes,0.3,1,1
7644,No,0.4,0,2
7645,Yes,0.4,1,1
7646,No,0.6,0,0
7647,No,0.9,0,0
7648,Yes,0.4,1,1
7649,Yes,0.6,1,1
7650,No,0.6,0,0
7651,No,0.8,0,0
7652,Yes,0.5,1,1
7653,Yes,0.4,1,1
7654,No,0.4,0,2
7655,No,0.7,0,0
7656,Yes,0.3,1,1
7657,No,0.1,0,2
7658,No,0.4,0,2
7659,No,1.0,0,0
7660,No,0.9,0,0
7661,No,0.7,0,0
7662,Yes,0.6,1,1
7663,Yes,0.7,1,1
7664,No,0.5,0,2
7665,No,0.8,0,0
7666,No,0.6,0,0
7667,Yes,0.6,1,1
7668,Yes,0.3,1,1
7669,No,0.7,0,0
7670,No,0.9,0,0
7671,Yes,0.9,1,1
7672,Yes,0.9,1,1
7673,No,0.2,0,2
7674,Yes,0.4,1,1
7675,Yes,0.3,1,1
7676,Yes,0.7,1,1
7677,No,0.4,0,2
7678,Yes,0.4,1,1
