,state,RFM_Score ,state_encoded,cluster
7136,VIC,0.2,2,1
7137,NSW,0.7,0,0
7138,VIC,0.6,2,1
7139,NSW,1.0,0,0
7140,VIC,0.9,2,1
7141,QLD,0.8,1,2
7142,QLD,0.9,1,2
7143,VIC,0.4,2,1
7144,QLD,0.3,1,2
7145,QLD,0.6,1,2
7146,NSW,0.9,0,0
7147,QLD,0.6,1,2
7148,VIC,0.2,2,1
7149,NSW,0.7,0,0
7150,NSW,0.7,0,0
7151,QLD,1.0,1,2
7152,QLD,0.6,1,2
7153,VIC,0.4,2,1
7154,NSW,0.3,0,0
7155,NSW,0.4,0,0
7156,NSW,0.5,0,0
7157,VIC,0.6,2,1
7158,NSW,0.5,0,0
7159,QLD,0.7,1,2
7160,NSW,0.4,0,0
7161,VIC,0.1,2,1
7162,QLD,0.4,1,2
7163,VIC,0.9,2,1
7164,NSW,0.9,0,0
7165,VIC,0.9,2,1
7166,NSW,0.6,0,0
7167,NSW,0.7,0,0
7168,NSW,0.7,0,0
7169,VIC,0.7,2,1
7170,NSW,0.7,0,0
7171,QLD,0.8,1,2
7172,NSW,0.7,0,0
7173,VIC,0.5,2,1
7174,QLD,0.3,1,2
7175,QLD,0.2,1,2
7176,NSW,0.6,0,0
7177,QLD,0.8,1,2
7178,NSW,0.4,0,0
7179,NSW,0.9,0,0
7180,VIC,0.5,2,1
7181,VIC,0.9,2,1
7182,VIC,0.7,2,1
7183,NSW,0.2,0,0
7184,NSW,0.7,0,0
7185,VIC,0.8,2,1
7186,VIC,0.8,2,1
7187,NSW,0.7,0,0
7188,QLD,0.7,1,2
7189,VIC,0.7,2,1
7190,QLD,0.6,1,2
7191,NSW,0.9,0,0
7192,VIC,0.1,2,1
7193,QLD,0.8,1,2
7194,NSW,0.9,0,0
7195,NSW,0.4,0,0
7196,QLD,0.3,1,2
7197,VIC,0.3,2,1
7198,VIC,0.6,2,1
7199,QLD,0.7,1,2
7200,QLD,0.4,1,2
7201,QLD,0.8,1,2
7202,NSW,0.2,0,0
7203,NSW,0.6,0,0
7204,QLD,0.6,1,2
7205,NSW,0.8,0,0
7206,NSW,0.5,0,0
7207,QLD,0.3,1,2
7208,NSW,0.9,0,0
7209,NSW,0.6,0,0
7210,NSW,0.4,0,0
7211,VIC,0.4,2,1
7212,NSW,0.8,0,0
7213,QLD,0.5,1,2
7214,NSW,0.4,0,0
7215,VIC,0.4,2,1
7216,QLD,0.1,1,2
7217,QLD,0.3,1,2
7218,VIC,0.8,2,1
7219,NSW,0.9,0,0
7220,NSW,0.9,0,0
7221,NSW,0.2,0,0
7222,QLD,0.5,1,2
7223,NSW,0.3,0,0
7224,VIC,0.9,2,1
7225,NSW,0.2,0,0
7226,NSW,0.7,0,0
7227,QLD,0.1,1,2
7228,VIC,0.4,2,1
7229,QLD,0.3,1,2
7230,NSW,0.9,0,0
7231,NSW,0.7,0,0
7232,QLD,0.6,1,2
7233,NSW,0.4,0,0
7234,NSW,0.5,0,0
7235,NSW,0.8,0,0
7236,NSW,0.4,0,0
7237,VIC,0.3,2,1
7238,NSW,0.7,0,0
7239,VIC,0.3,2,1
7240,NSW,0.2,0,0
7241,NSW,0.6,0,0
7242,VIC,0.5,2,1
7243,VIC,0.4,2,1
7244,VIC,0.9,2,1
7245,VIC,0.3,2,1
7246,NSW,0.6,0,0
7247,NSW,0.7,0,0
7248,NSW,0.7,0,0
7249,NSW,0.5,0,0
7250,NSW,0.2,0,0
7251,VIC,0.8,2,1
7252,QLD,1.0,1,2
7253,VIC,0.6,2,1
7254,VIC,0.9,2,1
7255,NSW,0.4,0,0
7256,QLD,0.6,1,2
7257,NSW,0.4,0,0
7258,QLD,0.9,1,2
7259,NSW,0.4,0,0
7260,QLD,1.0,1,2
7261,QLD,0.9,1,2
7262,VIC,0.6,2,1
7263,VIC,0.8,2,1
7264,QLD,0.7,1,2
7265,NSW,0.3,0,0
7266,VIC,1.0,2,1
7267,QLD,0.6,1,2
7268,VIC,0.4,2,1
7269,VIC,0.3,2,1
7270,VIC,0.3,2,1
7271,NSW,0.4,0,0
7272,VIC,0.5,2,1
7273,NSW,0.9,0,0
7274,NSW,0.7,0,0
7275,VIC,0.3,2,1
7276,NSW,0.6,0,0
7277,NSW,0.4,0,0
7278,NSW,0.7,0,0
7279,VIC,0.3,2,1
7280,NSW,0.4,0,0
7281,NSW,0.5,0,0
7282,NSW,0.3,0,0
7283,NSW,0.7,0,0
7284,QLD,0.7,1,2
7285,NSW,0.5,0,0
7286,VIC,0.9,2,1
7287,VIC,0.0,2,1
7288,VIC,0.4,2,1
7289,VIC,0.8,2,1
7290,NSW,0.7,0,0
7291,QLD,0.5,1,2
7292,NSW,0.6,0,0
7293,NSW,0.7,0,0
7294,NSW,0.4,0,0
7295,NSW,0.3,0,0
7296,VIC,0.1,2,1
7297,NSW,0.5,0,0
7298,NSW,0.1,0,0
7299,NSW,0.0,0,0
7300,VIC,0.0,2,1
7301,QLD,0.5,1,2
7302,NSW,0.8,0,0
7303,VIC,0.9,2,1
7304,NSW,0.9,0,0
7305,NSW,0.9,0,0
7306,NSW,0.1,0,0
7307,QLD,0.5,1,2
7308,QLD,0.7,1,2
7309,NSW,0.6,0,0
7310,VIC,0.6,2,1
7311,VIC,0.6,2,1
7312,VIC,0.7,2,1
7313,NSW,0.8,0,0
7314,NSW,0.4,0,0
7315,VIC,0.8,2,1
7316,VIC,0.6,2,1
7317,VIC,0.0,2,1
7318,NSW,0.7,0,0
7319,VIC,0.9,2,1
7320,NSW,0.5,0,0
7321,NSW,0.7,0,0
7322,QLD,0.6,1,2
7323,QLD,1.0,1,2
7324,NSW,0.6,0,0
7325,NSW,0.4,0,0
7326,NSW,0.6,0,0
7327,QLD,0.9,1,2
7328,QLD,1.0,1,2
7329,NSW,0.4,0,0
7330,VIC,0.9,2,1
7331,NSW,0.5,0,0
7332,NSW,0.6,0,0
7333,NSW,0.7,0,0
7334,QLD,0.8,1,2
7335,VIC,0.8,2,1
7336,NSW,0.6,0,0
7337,QLD,0.6,1,2
7338,NSW,0.3,0,0
7339,NSW,0.8,0,0
7340,VIC,0.7,2,1
7341,QLD,0.6,1,2
7342,NSW,0.3,0,0
7343,NSW,0.1,0,0
7344,QLD,0.5,1,2
7345,VIC,0.4,2,1
7346,NSW,0.5,0,0
7347,NSW,0.7,0,0
7348,QLD,0.7,1,2
7349,VIC,0.0,2,1
7350,QLD,0.1,1,2
7351,NSW,1.0,0,0
7352,NSW,0.6,0,0
7353,NSW,0.9,0,0
7354,NSW,0.8,0,0
7355,NSW,0.5,0,0
7356,NSW,1.0,0,0
7357,QLD,1.0,1,2
7358,VIC,0.7,2,1
7359,VIC,0.9,2,1
7360,NSW,0.6,0,0
7361,NSW,0.3,0,0
7362,VIC,0.2,2,1
7363,VIC,0.5,2,1
7364,NSW,0.7,0,0
7365,NSW,0.3,0,0
7366,QLD,0.8,1,2
7367,NSW,0.6,0,0
7368,NSW,0.7,0,0
7369,NSW,0.4,0,0
7370,NSW,0.5,0,0
7371,VIC,0.3,2,1
7372,NSW,0.8,0,0
7373,QLD,0.9,1,2
7374,NSW,0.9,0,0
7375,VIC,0.0,2,1
7376,NSW,0.5,0,0
7377,NSW,1.0,0,0
7378,NSW,0.5,0,0
7379,NSW,0.6,0,0
7380,NSW,0.3,0,0
7381,QLD,0.5,1,2
7382,NSW,0.9,0,0
7383,NSW,0.8,0,0
7384,NSW,0.6,0,0
7385,VIC,1.0,2,1
7386,QLD,0.6,1,2
7387,NSW,0.8,0,0
7388,NSW,0.6,0,0
7389,NSW,0.9,0,0
7390,VIC,0.0,2,1
7391,NSW,0.6,0,0
7392,VIC,1.0,2,1
7393,NSW,0.9,0,0
7394,VIC,0.6,2,1
7395,QLD,1.0,1,2
7396,NSW,0.6,0,0
7397,NSW,0.7,0,0
7398,QLD,0.6,1,2
7399,NSW,0.7,0,0
7400,NSW,0.3,0,0
7401,NSW,0.6,0,0
7402,NSW,0.9,0,0
7403,VIC,0.7,2,1
7404,QLD,0.8,1,2
7405,NSW,0.8,0,0
7406,VIC,0.5,2,1
7407,NSW,0.7,0,0
7408,QLD,0.9,1,2
7409,VIC,0.3,2,1
7410,VIC,0.9,2,1
7411,VIC,0.8,2,1
7412,NSW,0.6,0,0
7413,NSW,0.5,0,0
7414,QLD,1.0,1,2
7415,NSW,0.6,0,0
7416,NSW,0.5,0,0
7417,VIC,0.7,2,1
7418,VIC,0.9,2,1
7419,NSW,0.5,0,0
7420,NSW,0.5,0,0
7421,QLD,1.0,1,2
7422,VIC,0.7,2,1
7423,QLD,0.4,1,2
7424,VIC,0.7,2,1
7425,VIC,1.0,2,1
7426,VIC,0.6,2,1
7427,QLD,0.0,1,2
7428,VIC,0.7,2,1
7429,VIC,0.7,2,1
7430,NSW,0.6,0,0
7431,NSW,0.8,0,0
7432,VIC,0.9,2,1
7433,QLD,0.6,1,2
7434,NSW,0.3,0,0
7435,NSW,0.7,0,0
7436,NSW,0.1,0,0
7437,NSW,0.2,0,0
7438,NSW,0.4,0,0
7439,VIC,0.5,2,1
7440,QLD,0.6,1,2
7441,NSW,0.3,0,0
7442,NSW,0.7,0,0
7443,NSW,0.8,0,0
7444,VIC,0.9,2,1
7445,VIC,0.3,2,1
7446,NSW,0.9,0,0
7447,QLD,0.4,1,2
7448,QLD,0.3,1,2
7449,NSW,0.2,0,0
7450,VIC,0.7,2,1
7451,QLD,0.3,1,2
7452,QLD,0.6,1,2
7453,NSW,0.6,0,0
7454,NSW,0.7,0,0
7455,NSW,1.0,0,0
7456,QLD,0.7,1,2
7457,NSW,0.2,0,0
7458,NSW,0.7,0,0
7459,NSW,0.1,0,0
7460,NSW,0.5,0,0
7461,NSW,0.9,0,0
7462,NSW,0.6,0,0
7463,NSW,0.9,0,0
7464,NSW,0.6,0,0
7465,QLD,0.6,1,2
7466,NSW,0.5,0,0
7467,QLD,0.9,1,2
7468,NSW,0.2,0,0
7469,VIC,1.0,2,1
7470,QLD,1.0,1,2
7471,NSW,0.7,0,0
7472,VIC,1.0,2,1
7473,QLD,0.7,1,2
7474,VIC,0.9,2,1
7475,QLD,0.6,1,2
7476,NSW,0.7,0,0
7477,QLD,1.0,1,2
7478,QLD,1.0,1,2
7479,VIC,1.0,2,1
7480,VIC,0.4,2,1
7481,VIC,0.8,2,1
7482,VIC,0.7,2,1
7483,VIC,0.1,2,1
7484,QLD,0.5,1,2
7485,QLD,0.5,1,2
7486,QLD,0.6,1,2
7487,VIC,0.9,2,1
7488,VIC,0.9,2,1
7489,NSW,0.3,0,0
7490,NSW,0.7,0,0
7491,NSW,0.9,0,0
7492,QLD,0.4,1,2
7493,QLD,0.4,1,2
7494,NSW,0.6,0,0
7495,NSW,0.4,0,0
7496,NSW,0.5,0,0
7497,NSW,0.6,0,0
7498,QLD,0.4,1,2
7499,NSW,0.9,0,0
7500,NSW,0.7,0,0
7501,VIC,0.5,2,1
7502,QLD,0.1,1,2
7503,NSW,0.7,0,0
7504,VIC,0.7,2,1
7505,NSW,0.6,0,0
7506,VIC,0.9,2,1
7507,NSW,1.0,0,0
7508,NSW,0.6,0,0
7509,NSW,0.5,0,0
7510,NSW,0.6,0,0
7511,NSW,0.4,0,0
7512,VIC,0.5,2,1
7513,VIC,0.7,2,1
7514,NSW,0.0,0,0
7515,VIC,0.2,2,1
7516,NSW,0.5,0,0
7517,QLD,0.7,1,2
7518,QLD,0.9,1,2
7519,QLD,0.6,1,2
7520,NSW,0.0,0,0
7521,NSW,0.5,0,0
7522,VIC,0.4,2,1
7523,NSW,0.5,0,0
7524,VIC,0.9,2,1
7525,VIC,0.1,2,1
7526,NSW,0.3,0,0
7527,QLD,0.7,1,2
7528,VIC,0.4,2,1
7529,NSW,0.8,0,0
7530,NSW,0.4,0,0
7531,NSW,0.2,0,0
7532,NSW,0.4,0,0
7533,NSW,1.0,0,0
7534,VIC,0.7,2,1
7535,QLD,0.4,1,2
7536,NSW,0.8,0,0
7537,NSW,0.6,0,0
7538,QLD,0.1,1,2
7539,NSW,0.3,0,0
7540,NSW,0.4,0,0
7541,NSW,0.4,0,0
7542,NSW,0.4,0,0
7543,NSW,0.7,0,0
7544,NSW,0.5,0,0
7545,NSW,0.4,0,0
7546,VIC,0.4,2,1
7547,NSW,0.7,0,0
7548,VIC,0.6,2,1
7549,NSW,0.4,0,0
7550,NSW,0.5,0,0
7551,NSW,0.8,0,0
7552,QLD,0.5,1,2
7553,NSW,1.0,0,0
7554,VIC,0.1,2,1
7555,QLD,0.4,1,2
7556,QLD,0.4,1,2
7557,QLD,0.6,1,2
7558,NSW,0.0,0,0
7559,VIC,0.6,2,1
7560,VIC,0.9,2,1
7561,NSW,0.3,0,0
7562,NSW,0.8,0,0
7563,NSW,0.3,0,0
7564,NSW,0.9,0,0
7565,NSW,0.6,0,0
7566,NSW,0.0,0,0
7567,QLD,0.7,1,2
7568,NSW,0.6,0,0
7569,NSW,0.5,0,0
7570,NSW,0.9,0,0
7571,QLD,0.9,1,2
7572,NSW,0.6,0,0
7573,QLD,0.7,1,2
7574,NSW,0.3,0,0
7575,VIC,0.3,2,1
7576,NSW,0.4,0,0
7577,NSW,0.4,0,0
7578,NSW,0.1,0,0
7579,VIC,0.5,2,1
7580,NSW,0.2,0,0
7581,VIC,0.9,2,1
7582,VIC,0.4,2,1
7583,QLD,0.3,1,2
7584,VIC,0.9,2,1
7585,VIC,0.3,2,1
7586,NSW,1.0,0,0
7587,VIC,0.3,2,1
7588,VIC,0.8,2,1
7589,NSW,0.9,0,0
7590,NSW,0.6,0,0
7591,NSW,0.9,0,0
7592,NSW,0.2,0,0
7593,VIC,0.9,2,1
7594,NSW,0.8,0,0
7595,QLD,0.9,1,2
7596,NSW,0.6,0,0
7597,VIC,0.9,2,1
7598,NSW,0.2,0,0
7599,QLD,0.8,1,2
7600,NSW,0.4,0,0
7601,VIC,0.3,2,1
7602,NSW,0.7,0,0
7603,QLD,0.4,1,2
7604,NSW,0.5,0,0
7605,NSW,0.2,0,0
7606,NSW,0.7,0,0
7607,VIC,0.4,2,1
7608,NSW,0.4,0,0
7609,NSW,1.0,0,0
7610,VIC,0.7,2,1
7611,NSW,0.9,0,0
7612,VIC,0.3,2,1
7613,VIC,0.9,2,1
7614,NSW,0.2,0,0
7615,VIC,0.3,2,1
7616,NSW,0.4,0,0
7617,NSW,1.0,0,0
7618,NSW,0.9,0,0
7619,NSW,0.5,0,0
7620,QLD,0.8,1,2
7621,NSW,0.6,0,0
7622,NSW,0.3,0,0
7623,NSW,0.0,0,0
7624,NSW,0.6,0,0
7625,NSW,0.7,0,0
7626,QLD,0.8,1,2
7627,QLD,0.8,1,2
7628,NSW,0.3,0,0
7629,NSW,0.4,0,0
7630,NSW,0.9,0,0
7631,VIC,0.9,2,1
7632,VIC,0.4,2,1
7633,NSW,0.6,0,0
7634,NSW,0.6,0,0
7635,NSW,0.5,0,0
7636,NSW,0.7,0,0
7637,NSW,0.6,0,0
7638,NSW,0.5,0,0
7639,NSW,0.3,0,0
7640,VIC,0.6,2,1
7641,VIC,0.6,2,1
7642,VIC,0.2,2,1
7643,QLD,0.3,1,2
7644,VIC,0.4,2,1
7645,NSW,0.4,0,0
7646,QLD,0.6,1,2
7647,QLD,0.9,1,2
7648,NSW,0.4,0,0
7649,VIC,0.6,2,1
7650,VIC,0.6,2,1
7651,NSW,0.8,0,0
7652,VIC,0.5,2,1
7653,NSW,0.4,0,0
7654,NSW,0.4,0,0
7655,NSW,0.7,0,0
7656,VIC,0.3,2,1
7657,NSW,0.1,0,0
7658,QLD,0.4,1,2
7659,NSW,1.0,0,0
7660,QLD,0.9,1,2
7661,NSW,0.7,0,0
7662,QLD,0.6,1,2
7663,NSW,0.7,0,0
7664,NSW,0.5,0,0
7665,VIC,0.8,2,1
7666,QLD,0.6,1,2
7667,QLD,0.6,1,2
7668,QLD,0.3,1,2
7669,VIC,0.7,2,1
7670,NSW,0.9,0,0
7671,NSW,0.9,0,0
7672,QLD,0.9,1,2
7673,NSW,0.2,0,0
7674,VIC,0.4,2,1
7675,VIC,0.3,2,1
7676,NSW,0.7,0,0
7677,NSW,0.4,0,0
7678,NSW,0.4,0,0
7679,QLD,0.7,1,2
7680,NSW,0.8,0,0
7681,NSW,0.8,0,0
7682,NSW,0.4,0,0
7683,NSW,0.1,0,0
7684,NSW,0.7,0,0
7685,NSW,0.7,0,0
7686,QLD,0.7,1,2
7687,NSW,0.1,0,0
7688,QLD,0.7,1,2
7689,NSW,0.5,0,0
7690,NSW,0.3,0,0
7691,NSW,0.7,0,0
7692,NSW,0.7,0,0
7693,NSW,0.6,0,0
7694,NSW,0.6,0,0
7695,QLD,0.6,1,2
7696,NSW,1.0,0,0
7697,VIC,0.7,2,1
7698,QLD,0.9,1,2
7699,NSW,0.5,0,0
7700,NSW,0.7,0,0
7701,NSW,0.7,0,0
7702,VIC,0.0,2,1
7703,NSW,0.7,0,0
7704,QLD,0.9,1,2
7705,NSW,0.5,0,0
7706,VIC,0.4,2,1
7707,QLD,0.7,1,2
7708,QLD,0.7,1,2
7709,NSW,0.7,0,0
7710,NSW,0.7,0,0
7711,VIC,0.6,2,1
7712,NSW,1.0,0,0
7713,VIC,0.7,2,1
7714,NSW,0.6,0,0
7715,NSW,0.6,0,0
7716,NSW,0.7,0,0
7717,NSW,0.6,0,0
7718,QLD,0.6,1,2
7719,NSW,0.5,0,0
7720,NSW,0.9,0,0
7721,NSW,0.6,0,0
7722,NSW,0.7,0,0
7723,QLD,1.0,1,2
7724,NSW,0.7,0,0
7725,NSW,1.0,0,0
7726,NSW,0.8,0,0
7727,NSW,0.2,0,0
7728,VIC,0.6,2,1
7729,NSW,0.9,0,0
7730,VIC,0.9,2,1
7731,NSW,0.7,0,0
7732,VIC,0.6,2,1
7733,NSW,0.6,0,0
7734,QLD,0.8,1,2
7735,VIC,0.4,2,1
7736,NSW,0.6,0,0
7737,NSW,0.8,0,0
7738,VIC,0.3,2,1
7739,VIC,0.3,2,1
7740,VIC,0.5,2,1
7741,NSW,0.7,0,0
7742,NSW,0.9,0,0
7743,NSW,0.4,0,0
7744,NSW,0.2,0,0
7745,NSW,0.6,0,0
7746,QLD,0.9,1,2
7747,NSW,1.0,0,0
7748,VIC,0.1,2,1
7749,NSW,0.4,0,0
7750,NSW,0.6,0,0
7751,VIC,0.6,2,1
7752,NSW,0.3,0,0
7753,NSW,0.4,0,0
7754,NSW,0.6,0,0
7755,VIC,0.8,2,1
7756,NSW,0.3,0,0
7757,NSW,0.6,0,0
7758,QLD,0.1,1,2
7759,NSW,1.0,0,0
7760,NSW,0.7,0,0
7761,NSW,0.6,0,0
7762,QLD,0.7,1,2
7763,NSW,0.6,0,0
7764,VIC,0.8,2,1
7765,VIC,0.3,2,1
7766,NSW,0.1,0,0
7767,NSW,0.5,0,0
7768,QLD,0.5,1,2
7769,VIC,0.0,2,1
7770,QLD,0.9,1,2
7771,VIC,0.7,2,1
7772,QLD,0.1,1,2
7773,VIC,0.8,2,1
7774,NSW,0.7,0,0
7775,NSW,0.1,0,0
7776,QLD,0.8,1,2
7777,QLD,0.6,1,2
7778,NSW,0.5,0,0
7779,VIC,0.8,2,1
7780,QLD,0.8,1,2
7781,NSW,0.5,0,0
7782,VIC,0.3,2,1
7783,VIC,0.1,2,1
7784,NSW,0.1,0,0
7785,NSW,0.1,0,0
7786,QLD,0.4,1,2
7787,QLD,0.6,1,2
7788,NSW,0.8,0,0
7789,VIC,0.9,2,1
7790,QLD,0.2,1,2
7791,NSW,0.1,0,0
7792,VIC,0.3,2,1
7793,NSW,0.8,0,0
7794,NSW,0.6,0,0
7795,NSW,0.2,0,0
7796,VIC,0.0,2,1
7797,VIC,1.0,2,1
7798,NSW,0.4,0,0
7799,NSW,0.4,0,0
7800,NSW,0.6,0,0
7801,QLD,0.3,1,2
7802,VIC,0.9,2,1
7803,VIC,0.9,2,1
7804,NSW,0.4,0,0
7805,VIC,0.4,2,1
7806,NSW,0.5,0,0
7807,NSW,0.3,0,0
7808,NSW,0.9,0,0
7809,NSW,0.4,0,0
7810,VIC,0.3,2,1
7811,QLD,0.7,1,2
7812,QLD,0.7,1,2
7813,NSW,0.3,0,0
7814,VIC,0.2,2,1
7815,VIC,0.9,2,1
7816,VIC,0.4,2,1
7817,QLD,0.7,1,2
7818,QLD,0.5,1,2
7819,NSW,0.7,0,0
7820,NSW,0.3,0,0
7821,NSW,0.6,0,0
7822,QLD,0.5,1,2
7823,NSW,0.9,0,0
7824,NSW,0.9,0,0
7825,NSW,0.2,0,0
7826,NSW,0.2,0,0
7827,NSW,0.8,0,0
7828,VIC,0.6,2,1
7829,NSW,0.1,0,0
7830,NSW,0.5,0,0
7831,VIC,0.9,2,1
7832,NSW,0.9,0,0
7833,VIC,0.2,2,1
7834,NSW,0.6,0,0
7835,NSW,1.0,0,0
7836,QLD,0.9,1,2
7837,NSW,0.7,0,0
7838,NSW,0.5,0,0
7839,QLD,0.5,1,2
7840,QLD,0.1,1,2
7841,NSW,0.3,0,0
7842,NSW,0.7,0,0
7843,NSW,0.7,0,0
7844,QLD,0.9,1,2
7845,NSW,0.0,0,0
7846,NSW,0.4,0,0
7847,NSW,0.1,0,0
7848,NSW,0.5,0,0
7849,NSW,0.3,0,0
7850,NSW,0.7,0,0
7851,VIC,0.5,2,1
7852,NSW,0.8,0,0
7853,VIC,0.9,2,1
7854,VIC,0.8,2,1
7855,NSW,0.6,0,0
7856,QLD,0.9,1,2
7857,NSW,0.7,0,0
7858,VIC,1.0,2,1
7859,VIC,0.0,2,1
7860,NSW,1.0,0,0
7861,QLD,0.2,1,2
7862,QLD,0.7,1,2
7863,NSW,0.7,0,0
7864,NSW,0.7,0,0
7865,QLD,0.7,1,2
7866,NSW,0.8,0,0
7867,NSW,1.0,0,0
7868,NSW,0.1,0,0
7869,NSW,0.7,0,0
7870,NSW,0.7,0,0
7871,NSW,0.6,0,0
7872,NSW,0.7,0,0
7873,QLD,0.6,1,2
7874,QLD,0.8,1,2
7875,VIC,0.3,2,1
7876,VIC,0.5,2,1
7877,NSW,0.1,0,0
7878,VIC,0.9,2,1
7879,NSW,0.6,0,0
7880,VIC,0.7,2,1
7881,NSW,0.1,0,0
7882,QLD,0.6,1,2
7883,QLD,0.8,1,2
7884,VIC,0.5,2,1
7885,NSW,0.6,0,0
7886,QLD,0.1,1,2
7887,NSW,0.9,0,0
7888,NSW,0.6,0,0
7889,QLD,1.0,1,2
7890,QLD,0.9,1,2
7891,VIC,0.6,2,1
7892,NSW,1.0,0,0
7893,QLD,0.3,1,2
7894,NSW,0.7,0,0
7895,QLD,0.5,1,2
7896,NSW,0.2,0,0
7897,NSW,0.6,0,0
7898,VIC,0.3,2,1
7899,NSW,0.7,0,0
7900,NSW,0.6,0,0
7901,NSW,0.2,0,0
7902,VIC,0.5,2,1
7903,NSW,0.3,0,0
7904,NSW,1.0,0,0
7905,QLD,0.3,1,2
7906,QLD,0.6,1,2
7907,NSW,0.9,0,0
7908,QLD,0.7,1,2
7909,QLD,0.7,1,2
7910,NSW,0.6,0,0
7911,VIC,1.0,2,1
7912,NSW,0.4,0,0
7913,NSW,0.3,0,0
7914,VIC,0.7,2,1
7915,QLD,1.0,1,2
7916,QLD,0.9,1,2
7917,NSW,0.1,0,0
7918,NSW,0.7,0,0
7919,VIC,0.8,2,1
7920,VIC,0.7,2,1
7921,NSW,0.1,0,0
7922,NSW,0.7,0,0
7923,NSW,0.6,0,0
7924,NSW,0.8,0,0
7925,VIC,0.4,2,1
7926,NSW,0.6,0,0
7927,NSW,0.6,0,0
7928,VIC,0.9,2,1
7929,QLD,0.6,1,2
7930,NSW,0.9,0,0
7931,VIC,0.4,2,1
7932,NSW,1.0,0,0
7933,VIC,0.5,2,1
7934,QLD,0.8,1,2
7935,NSW,0.4,0,0
7936,VIC,0.5,2,1
7937,NSW,0.4,0,0
7938,QLD,0.9,1,2
7939,NSW,0.4,0,0
7940,NSW,0.3,0,0
7941,QLD,1.0,1,2
7942,NSW,0.4,0,0
7943,VIC,0.3,2,1
7944,NSW,0.1,0,0
7945,NSW,0.7,0,0
7946,NSW,0.7,0,0
7947,NSW,0.4,0,0
7948,NSW,0.5,0,0
7949,NSW,0.6,0,0
7950,QLD,0.8,1,2
7951,VIC,0.8,2,1
7952,NSW,0.5,0,0
7953,QLD,0.6,1,2
7954,NSW,0.5,0,0
7955,VIC,0.6,2,1
7956,VIC,0.4,2,1
7957,NSW,0.9,0,0
7958,VIC,0.4,2,1
7959,QLD,0.6,1,2
7960,VIC,0.0,2,1
7961,NSW,0.8,0,0
7962,NSW,0.5,0,0
7963,NSW,1.0,0,0
7964,NSW,0.7,0,0
7965,VIC,0.4,2,1
7966,NSW,0.9,0,0
7967,VIC,0.9,2,1
7968,QLD,0.6,1,2
7969,QLD,0.6,1,2
7970,NSW,0.6,0,0
7971,QLD,0.7,1,2
7972,VIC,0.6,2,1
7973,QLD,0.3,1,2
7974,VIC,0.4,2,1
7975,QLD,0.5,1,2
7976,QLD,0.5,1,2
7977,QLD,0.5,1,2
7978,NSW,0.4,0,0
7979,VIC,0.8,2,1
7980,NSW,0.3,0,0
7981,VIC,0.7,2,1
7982,VIC,0.9,2,1
7983,VIC,0.6,2,1
7984,QLD,0.9,1,2
7985,QLD,0.3,1,2
7986,NSW,1.0,0,0
7987,NSW,0.4,0,0
7988,VIC,0.3,2,1
7989,QLD,0.1,1,2
7990,QLD,0.5,1,2
7991,NSW,0.7,0,0
7992,NSW,0.5,0,0
7993,QLD,0.6,1,2
7994,QLD,0.6,1,2
7995,NSW,0.6,0,0
7996,NSW,0.6,0,0
7997,VIC,1.0,2,1
7998,NSW,0.0,0,0
7999,VIC,0.7,2,1
8000,NSW,0.8,0,0
8001,NSW,1.0,0,0
8002,QLD,0.2,1,2
8003,NSW,0.6,0,0
8004,QLD,0.7,1,2
8005,NSW,0.5,0,0
8006,NSW,0.7,0,0
8007,NSW,0.6,0,0
8008,NSW,0.0,0,0
8009,NSW,0.6,0,0
8010,NSW,0.6,0,0
8011,VIC,0.5,2,1
8012,VIC,0.7,2,1
8013,QLD,0.7,1,2
8014,NSW,0.7,0,0
8015,VIC,0.6,2,1
8016,NSW,0.5,0,0
8017,QLD,0.7,1,2
8018,NSW,0.6,0,0
8019,NSW,0.9,0,0
8020,NSW,0.4,0,0
8021,QLD,1.0,1,2
8022,NSW,0.0,0,0
8023,QLD,0.6,1,2
8024,NSW,0.8,0,0
8025,NSW,0.8,0,0
8026,VIC,1.0,2,1
8027,NSW,0.9,0,0
8028,NSW,0.2,0,0
8029,NSW,0.8,0,0
8030,QLD,0.6,1,2
8031,QLD,0.2,1,2
8032,VIC,0.0,2,1
8033,NSW,0.4,0,0
8034,QLD,0.0,1,2
8035,VIC,0.6,2,1
8036,NSW,0.7,0,0
8037,NSW,0.5,0,0
8038,NSW,0.7,0,0
8039,NSW,0.9,0,0
8040,NSW,0.5,0,0
8041,NSW,1.0,0,0
8042,NSW,0.8,0,0
8043,NSW,0.4,0,0
8044,NSW,0.8,0,0
8045,NSW,0.5,0,0
8046,VIC,1.0,2,1
8047,NSW,0.6,0,0
8048,VIC,0.7,2,1
8049,QLD,0.6,1,2
8050,NSW,0.5,0,0
8051,QLD,0.8,1,2
8052,NSW,0.6,0,0
8053,NSW,0.4,0,0
8054,NSW,0.9,0,0
8055,NSW,0.4,0,0
8056,VIC,0.4,2,1
8057,NSW,0.4,0,0
8058,QLD,0.6,1,2
8059,QLD,0.2,1,2
8060,NSW,0.1,0,0
8061,VIC,0.5,2,1
8062,VIC,0.1,2,1
8063,NSW,0.6,0,0
8064,NSW,0.5,0,0
8065,VIC,0.6,2,1
8066,QLD,0.3,1,2
