,age,RFM_Score ,cluster,age_cluster_label
7170,38,0.7,1,Middle-Aged
7171,42,0.8,0,Young Adults
7172,48,0.7,0,Young Adults
7173,37,0.5,1,Middle-Aged
7174,49,0.3,0,Young Adults
7175,43,0.2,0,Young Adults
7176,56,0.6,2,Seniors
7177,52,0.8,0,Young Adults
7178,29,0.4,1,Middle-Aged
7179,42,0.9,0,Young Adults
7180,49,0.5,0,Young Adults
7181,27,0.9,1,Middle-Aged
7182,44,0.7,0,Young Adults
7183,52,0.2,0,Young Adults
7184,41,0.7,0,Young Adults
7185,43,0.8,0,Young Adults
7186,34,0.8,1,Middle-Aged
7187,45,0.7,0,Young Adults
7188,50,0.7,0,Young Adults
7189,51,0.7,0,Young Adults
7190,48,0.6,0,Young Adults
7191,44,0.9,0,Young Adults
7192,33,0.1,1,Middle-Aged
7193,28,0.8,1,Middle-Aged
7194,68,0.9,2,Seniors
7195,24,0.4,1,Middle-Aged
7196,56,0.3,2,Seniors
7197,58,0.3,2,Seniors
7198,42,0.6,0,Young Adults
7199,45,0.7,0,Young Adults
7200,65,0.4,2,Seniors
7201,42,0.8,0,Young Adults
7202,55,0.2,2,Seniors
7203,33,0.6,1,Middle-Aged
7204,69,0.6,2,Seniors
7205,30,0.8,1,Middle-Aged
7206,65,0.5,2,Seniors
7207,44,0.3,0,Young Adults
7208,46,0.9,0,Young Adults
7209,64,0.6,2,Seniors
7210,36,0.4,1,Middle-Aged
7211,48,0.4,0,Young Adults
7212,48,0.8,0,Young Adults
7213,41,0.5,0,Young Adults
7214,49,0.4,0,Young Adults
7215,31,0.4,1,Middle-Aged
7216,22,0.1,1,Middle-Aged
7217,62,0.3,2,Seniors
7218,69,0.8,2,Seniors
7219,64,0.9,2,Seniors
7220,32,0.9,1,Middle-Aged
7221,42,0.2,0,Young Adults
7222,42,0.5,0,Young Adults
7223,30,0.3,1,Middle-Aged
7224,64,0.9,2,Seniors
7225,44,0.2,0,Young Adults
7226,26,0.7,1,Middle-Aged
7227,29,0.1,1,Middle-Aged
7228,48,0.4,0,Young Adults
7229,45,0.3,0,Young Adults
7230,34,0.9,1,Middle-Aged
7231,39,0.7,0,Young Adults
7232,46,0.6,0,Young Adults
7233,69,0.4,2,Seniors
7234,29,0.5,1,Middle-Aged
7235,44,0.8,0,Young Adults
7236,43,0.4,0,Young Adults
7237,59,0.3,2,Seniors
7238,33,0.7,1,Middle-Aged
7239,50,0.3,0,Young Adults
7240,59,0.2,2,Seniors
7241,37,0.6,1,Middle-Aged
7242,62,0.5,2,Seniors
7243,46,0.4,0,Young Adults
7244,59,0.9,2,Seniors
7245,56,0.3,2,Seniors
7246,47,0.6,0,Young Adults
7247,60,0.7,2,Seniors
7248,46,0.7,0,Young Adults
7249,25,0.5,1,Middle-Aged
7250,58,0.2,2,Seniors
7251,28,0.8,1,Middle-Aged
7252,63,1.0,2,Seniors
7253,35,0.6,1,Middle-Aged
7254,33,0.9,1,Middle-Aged
7255,50,0.4,0,Young Adults
7256,69,0.6,2,Seniors
7257,43,0.4,0,Young Adults
7258,69,0.9,2,Seniors
7259,42,0.4,0,Young Adults
7260,63,1.0,2,Seniors
7261,55,0.9,2,Seniors
7262,23,0.6,1,Middle-Aged
7263,36,0.8,1,Middle-Aged
7264,45,0.7,0,Young Adults
7265,49,0.3,0,Young Adults
7266,45,1.0,0,Young Adults
7267,48,0.6,0,Young Adults
7268,45,0.4,0,Young Adults
7269,67,0.3,2,Seniors
7270,41,0.3,0,Young Adults
7271,35,0.4,1,Middle-Aged
7272,42,0.5,0,Young Adults
7273,40,0.9,0,Young Adults
7274,43,0.7,0,Young Adults
7275,37,0.3,1,Middle-Aged
7276,50,0.6,0,Young Adults
7277,59,0.4,2,Seniors
7278,45,0.7,0,Young Adults
7279,40,0.3,0,Young Adults
7280,42,0.4,0,Young Adults
7281,23,0.5,1,Middle-Aged
7282,37,0.3,1,Middle-Aged
7283,28,0.7,1,Middle-Aged
7284,35,0.7,1,Middle-Aged
7285,47,0.5,0,Young Adults
7286,55,0.9,2,Seniors
7287,33,0.0,1,Middle-Aged
7288,66,0.4,2,Seniors
7289,37,0.8,1,Middle-Aged
7290,44,0.7,0,Young Adults
7291,26,0.5,1,Middle-Aged
7292,27,0.6,1,Middle-Aged
7293,50,0.7,0,Young Adults
7294,65,0.4,2,Seniors
7295,48,0.3,0,Young Adults
7296,47,0.1,0,Young Adults
7297,25,0.5,1,Middle-Aged
7298,44,0.1,0,Young Adults
7299,25,0.0,1,Middle-Aged
7300,28,0.0,1,Middle-Aged
7301,46,0.5,0,Young Adults
7302,47,0.8,0,Young Adults
7303,54,0.9,2,Seniors
7304,36,0.9,1,Middle-Aged
7305,91,0.9,2,Seniors
7306,44,0.1,0,Young Adults
7307,41,0.5,0,Young Adults
7308,52,0.7,0,Young Adults
7309,41,0.6,0,Young Adults
7310,47,0.6,0,Young Adults
7311,49,0.6,0,Young Adults
7312,63,0.7,2,Seniors
7313,34,0.8,1,Middle-Aged
7314,49,0.4,0,Young Adults
7315,31,0.8,1,Middle-Aged
7316,57,0.6,2,Seniors
7317,26,0.0,1,Middle-Aged
7318,56,0.7,2,Seniors
7319,44,0.9,0,Young Adults
7320,53,0.5,0,Young Adults
7321,61,0.7,2,Seniors
7322,36,0.6,1,Middle-Aged
7323,24,1.0,1,Middle-Aged
7324,43,0.6,0,Young Adults
7325,58,0.4,2,Seniors
7326,36,0.6,1,Middle-Aged
7327,64,0.9,2,Seniors
7328,37,1.0,1,Middle-Aged
7329,49,0.4,0,Young Adults
7330,44,0.9,0,Young Adults
7331,56,0.5,2,Seniors
7332,36,0.6,1,Middle-Aged
7333,43,0.7,0,Young Adults
7334,56,0.8,2,Seniors
7335,37,0.8,1,Middle-Aged
7336,46,0.6,0,Young Adults
7337,42,0.6,0,Young Adults
7338,65,0.3,2,Seniors
7339,36,0.8,1,Middle-Aged
7340,24,0.7,1,Middle-Aged
7341,23,0.6,1,Middle-Aged
7342,25,0.3,1,Middle-Aged
7343,46,0.1,0,Young Adults
7344,39,0.5,0,Young Adults
7345,68,0.4,2,Seniors
7346,53,0.5,0,Young Adults
7347,51,0.7,0,Young Adults
7348,53,0.7,0,Young Adults
7349,50,0.0,0,Young Adults
7350,35,0.1,1,Middle-Aged
7351,40,1.0,0,Young Adults
7352,61,0.6,2,Seniors
7353,45,0.9,0,Young Adults
7354,45,0.8,0,Young Adults
7355,44,0.5,0,Young Adults
7356,55,1.0,2,Seniors
7357,37,1.0,1,Middle-Aged
7358,52,0.7,0,Young Adults
7359,45,0.9,0,Young Adults
7360,58,0.6,2,Seniors
7361,42,0.3,0,Young Adults
7362,51,0.2,0,Young Adults
7363,48,0.5,0,Young Adults
7364,25,0.7,1,Middle-Aged
7365,29,0.3,1,Middle-Aged
7366,45,0.8,0,Young Adults
7367,67,0.6,2,Seniors
7368,48,0.7,0,Young Adults
7369,26,0.4,1,Middle-Aged
7370,69,0.5,2,Seniors
7371,44,0.3,0,Young Adults
7372,27,0.8,1,Middle-Aged
7373,61,0.9,2,Seniors
7374,45,0.9,0,Young Adults
7375,48,0.0,0,Young Adults
7376,31,0.5,1,Middle-Aged
7377,42,1.0,0,Young Adults
7378,64,0.5,2,Seniors
7379,45,0.6,0,Young Adults
7380,68,0.3,2,Seniors
7381,36,0.5,1,Middle-Aged
7382,64,0.9,2,Seniors
7383,55,0.8,2,Seniors
7384,48,0.6,0,Young Adults
7385,33,1.0,1,Middle-Aged
7386,45,0.6,0,Young Adults
7387,49,0.8,0,Young Adults
7388,33,0.6,1,Middle-Aged
7389,35,0.9,1,Middle-Aged
7390,29,0.0,1,Middle-Aged
7391,33,0.6,1,Middle-Aged
7392,54,1.0,2,Seniors
7393,46,0.9,0,Young Adults
7394,32,0.6,1,Middle-Aged
7395,66,1.0,2,Seniors
7396,47,0.6,0,Young Adults
7397,57,0.7,2,Seniors
7398,22,0.6,1,Middle-Aged
7399,50,0.7,0,Young Adults
7400,59,0.3,2,Seniors
7401,66,0.6,2,Seniors
7402,45,0.9,0,Young Adults
7403,34,0.7,1,Middle-Aged
7404,38,0.8,1,Middle-Aged
7405,45,0.8,0,Young Adults
7406,48,0.5,0,Young Adults
7407,34,0.7,1,Middle-Aged
7408,27,0.9,1,Middle-Aged
7409,42,0.3,0,Young Adults
7410,59,0.9,2,Seniors
7411,31,0.8,1,Middle-Aged
7412,60,0.6,2,Seniors
7413,41,0.5,0,Young Adults
7414,49,1.0,0,Young Adults
7415,45,0.6,0,Young Adults
7416,42,0.5,0,Young Adults
7417,46,0.7,0,Young Adults
7418,60,0.9,2,Seniors
7419,45,0.5,0,Young Adults
7420,53,0.5,0,Young Adults
7421,42,1.0,0,Young Adults
7422,64,0.7,2,Seniors
7423,27,0.4,1,Middle-Aged
7424,49,0.7,0,Young Adults
7425,25,1.0,1,Middle-Aged
7426,63,0.6,2,Seniors
7427,45,0.0,0,Young Adults
7428,29,0.7,1,Middle-Aged
7429,43,0.7,0,Young Adults
7430,46,0.6,0,Young Adults
7431,57,0.8,2,Seniors
7432,54,0.9,2,Seniors
7433,34,0.6,1,Middle-Aged
7434,53,0.3,0,Young Adults
7435,46,0.7,0,Young Adults
7436,27,0.1,1,Middle-Aged
7437,67,0.2,2,Seniors
7438,46,0.4,0,Young Adults
7439,50,0.5,0,Young Adults
7440,42,0.6,0,Young Adults
7441,25,0.3,1,Middle-Aged
7442,27,0.7,1,Middle-Aged
7443,30,0.8,1,Middle-Aged
7444,41,0.9,0,Young Adults
7445,62,0.3,2,Seniors
7446,33,0.9,1,Middle-Aged
7447,36,0.4,1,Middle-Aged
7448,46,0.3,0,Young Adults
7449,45,0.2,0,Young Adults
7450,45,0.7,0,Young Adults
7451,35,0.3,1,Middle-Aged
7452,45,0.6,0,Young Adults
7453,53,0.6,0,Young Adults
7454,67,0.7,2,Seniors
7455,47,1.0,0,Young Adults
7456,35,0.7,1,Middle-Aged
7457,32,0.2,1,Middle-Aged
7458,52,0.7,0,Young Adults
7459,42,0.1,0,Young Adults
7460,43,0.5,0,Young Adults
7461,51,0.9,0,Young Adults
7462,63,0.6,2,Seniors
7463,25,0.9,1,Middle-Aged
7464,45,0.6,0,Young Adults
7465,35,0.6,1,Middle-Aged
7466,41,0.5,0,Young Adults
7467,42,0.9,0,Young Adults
7468,59,0.2,2,Seniors
7469,54,1.0,2,Seniors
7470,26,1.0,1,Middle-Aged
7471,54,0.7,2,Seniors
7472,26,1.0,1,Middle-Aged
7473,30,0.7,1,Middle-Aged
7474,44,0.9,0,Young Adults
7475,34,0.6,1,Middle-Aged
7476,59,0.7,2,Seniors
7477,66,1.0,2,Seniors
7478,51,1.0,0,Young Adults
7479,66,1.0,2,Seniors
7480,32,0.4,1,Middle-Aged
7481,34,0.8,1,Middle-Aged
7482,30,0.7,1,Middle-Aged
7483,48,0.1,0,Young Adults
7484,66,0.5,2,Seniors
7485,31,0.5,1,Middle-Aged
7486,69,0.6,2,Seniors
7487,27,0.9,1,Middle-Aged
7488,45,0.9,0,Young Adults
7489,59,0.3,2,Seniors
7490,52,0.7,0,Young Adults
7491,50,0.9,0,Young Adults
7492,65,0.4,2,Seniors
7493,52,0.4,0,Young Adults
7494,63,0.6,2,Seniors
7495,63,0.4,2,Seniors
7496,55,0.5,2,Seniors
7497,44,0.6,0,Young Adults
7498,28,0.4,1,Middle-Aged
7499,39,0.9,0,Young Adults
7500,51,0.7,0,Young Adults
7501,58,0.5,2,Seniors
7502,48,0.1,0,Young Adults
7503,34,0.7,1,Middle-Aged
7504,45,0.7,0,Young Adults
7505,30,0.6,1,Middle-Aged
7506,44,0.9,0,Young Adults
7507,47,1.0,0,Young Adults
7508,46,0.6,0,Young Adults
7509,44,0.5,0,Young Adults
7510,59,0.6,2,Seniors
7511,25,0.4,1,Middle-Aged
7512,56,0.5,2,Seniors
7513,46,0.7,0,Young Adults
7514,62,0.0,2,Seniors
7515,44,0.2,0,Young Adults
7516,49,0.5,0,Young Adults
7517,45,0.7,0,Young Adults
7518,48,0.9,0,Young Adults
7519,24,0.6,1,Middle-Aged
7520,36,0.0,1,Middle-Aged
7521,59,0.5,2,Seniors
7522,64,0.4,2,Seniors
7523,45,0.5,0,Young Adults
7524,54,0.9,2,Seniors
7525,68,0.1,2,Seniors
7526,58,0.3,2,Seniors
7527,69,0.7,2,Seniors
7528,66,0.4,2,Seniors
7529,34,0.8,1,Middle-Aged
7530,35,0.4,1,Middle-Aged
7531,46,0.2,0,Young Adults
7532,31,0.4,1,Middle-Aged
7533,42,1.0,0,Young Adults
7534,36,0.7,1,Middle-Aged
7535,34,0.4,1,Middle-Aged
7536,45,0.8,0,Young Adults
7537,67,0.6,2,Seniors
7538,44,0.1,0,Young Adults
7539,48,0.3,0,Young Adults
7540,43,0.4,0,Young Adults
7541,48,0.4,0,Young Adults
7542,33,0.4,1,Middle-Aged
7543,36,0.7,1,Middle-Aged
7544,33,0.5,1,Middle-Aged
7545,55,0.4,2,Seniors
7546,29,0.4,1,Middle-Aged
7547,43,0.7,0,Young Adults
7548,45,0.6,0,Young Adults
7549,48,0.4,0,Young Adults
7550,24,0.5,1,Middle-Aged
7551,59,0.8,2,Seniors
7552,42,0.5,0,Young Adults
7553,55,1.0,2,Seniors
7554,28,0.1,1,Middle-Aged
7555,49,0.4,0,Young Adults
7556,41,0.4,0,Young Adults
7557,55,0.6,2,Seniors
7558,60,0.0,2,Seniors
7559,62,0.6,2,Seniors
7560,64,0.9,2,Seniors
7561,46,0.3,0,Young Adults
7562,69,0.8,2,Seniors
7563,59,0.3,2,Seniors
7564,61,0.9,2,Seniors
7565,45,0.6,0,Young Adults
7566,26,0.0,1,Middle-Aged
7567,55,0.7,2,Seniors
7568,49,0.6,0,Young Adults
7569,45,0.5,0,Young Adults
7570,59,0.9,2,Seniors
7571,64,0.9,2,Seniors
7572,25,0.6,1,Middle-Aged
7573,47,0.7,0,Young Adults
7574,61,0.3,2,Seniors
7575,30,0.3,1,Middle-Aged
7576,63,0.4,2,Seniors
7577,50,0.4,0,Young Adults
7578,45,0.1,0,Young Adults
7579,63,0.5,2,Seniors
7580,48,0.2,0,Young Adults
7581,29,0.9,1,Middle-Aged
7582,47,0.4,0,Young Adults
7583,37,0.3,1,Middle-Aged
7584,45,0.9,0,Young Adults
7585,50,0.3,0,Young Adults
7586,42,1.0,0,Young Adults
7587,42,0.3,0,Young Adults
7588,23,0.8,1,Middle-Aged
7589,55,0.9,2,Seniors
7590,33,0.6,1,Middle-Aged
7591,30,0.9,1,Middle-Aged
7592,48,0.2,0,Young Adults
7593,30,0.9,1,Middle-Aged
7594,45,0.8,0,Young Adults
7595,49,0.9,0,Young Adults
7596,58,0.6,2,Seniors
7597,54,0.9,2,Seniors
7598,42,0.2,0,Young Adults
7599,29,0.8,1,Middle-Aged
7600,61,0.4,2,Seniors
7601,45,0.3,0,Young Adults
7602,24,0.7,1,Middle-Aged
7603,46,0.4,0,Young Adults
7604,44,0.5,0,Young Adults
7605,46,0.2,0,Young Adults
7606,23,0.7,1,Middle-Aged
7607,57,0.4,2,Seniors
7608,58,0.4,2,Seniors
7609,26,1.0,1,Middle-Aged
7610,44,0.7,0,Young Adults
7611,45,0.9,0,Young Adults
7612,54,0.3,2,Seniors
7613,30,0.9,1,Middle-Aged
7614,34,0.2,1,Middle-Aged
7615,79,0.3,2,Seniors
7616,58,0.4,2,Seniors
7617,24,1.0,1,Middle-Aged
7618,33,0.9,1,Middle-Aged
7619,37,0.5,1,Middle-Aged
7620,68,0.8,2,Seniors
7621,33,0.6,1,Middle-Aged
7622,23,0.3,1,Middle-Aged
7623,44,0.0,0,Young Adults
7624,59,0.6,2,Seniors
7625,43,0.7,0,Young Adults
7626,63,0.8,2,Seniors
7627,29,0.8,1,Middle-Aged
7628,59,0.3,2,Seniors
7629,46,0.4,0,Young Adults
7630,49,0.9,0,Young Adults
7631,64,0.9,2,Seniors
7632,48,0.4,0,Young Adults
7633,30,0.6,1,Middle-Aged
7634,30,0.6,1,Middle-Aged
7635,59,0.5,2,Seniors
7636,57,0.7,2,Seniors
7637,25,0.6,1,Middle-Aged
7638,35,0.5,1,Middle-Aged
7639,45,0.3,0,Young Adults
7640,27,0.6,1,Middle-Aged
7641,58,0.6,2,Seniors
7642,34,0.2,1,Middle-Aged
7643,54,0.3,2,Seniors
7644,59,0.4,2,Seniors
7645,38,0.4,1,Middle-Aged
7646,47,0.6,0,Young Adults
7647,45,0.9,0,Young Adults
7648,48,0.4,0,Young Adults
7649,69,0.6,2,Seniors
7650,42,0.6,0,Young Adults
7651,49,0.8,0,Young Adults
7652,58,0.5,2,Seniors
7653,30,0.4,1,Middle-Aged
7654,45,0.4,0,Young Adults
7655,43,0.7,0,Young Adults
7656,69,0.3,2,Seniors
7657,49,0.1,0,Young Adults
7658,28,0.4,1,Middle-Aged
7659,24,1.0,1,Middle-Aged
7660,48,0.9,0,Young Adults
7661,44,0.7,0,Young Adults
7662,41,0.6,0,Young Adults
7663,65,0.7,2,Seniors
7664,35,0.5,1,Middle-Aged
7665,62,0.8,2,Seniors
7666,46,0.6,0,Young Adults
7667,48,0.6,0,Young Adults
7668,56,0.3,2,Seniors
7669,62,0.7,2,Seniors
7670,33,0.9,1,Middle-Aged
7671,63,0.9,2,Seniors
7672,24,0.9,1,Middle-Aged
7673,46,0.2,0,Young Adults
7674,49,0.4,0,Young Adults
7675,21,0.3,1,Middle-Aged
7676,26,0.7,1,Middle-Aged
7677,49,0.4,0,Young Adults
7678,49,0.4,0,Young Adults
7679,52,0.7,0,Young Adults
7680,24,0.8,1,Middle-Aged
7681,63,0.8,2,Seniors
7682,64,0.4,2,Seniors
7683,42,0.1,0,Young Adults
7684,68,0.7,2,Seniors
7685,52,0.7,0,Young Adults
7686,57,0.7,2,Seniors
7687,44,0.1,0,Young Adults
7688,27,0.7,1,Middle-Aged
7689,40,0.5,0,Young Adults
7690,25,0.3,1,Middle-Aged
7691,24,0.7,1,Middle-Aged
7692,36,0.7,1,Middle-Aged
7693,67,0.6,2,Seniors
7694,56,0.6,2,Seniors
7695,24,0.6,1,Middle-Aged
7696,23,1.0,1,Middle-Aged
7697,69,0.7,2,Seniors
7698,50,0.9,0,Young Adults
7699,64,0.5,2,Seniors
7700,24,0.7,1,Middle-Aged
7701,32,0.7,1,Middle-Aged
7702,46,0.0,0,Young Adults
7703,48,0.7,0,Young Adults
7704,48,0.9,0,Young Adults
7705,50,0.5,0,Young Adults
7706,51,0.4,0,Young Adults
7707,42,0.7,0,Young Adults
7708,27,0.7,1,Middle-Aged
7709,46,0.7,0,Young Adults
7710,36,0.7,1,Middle-Aged
7711,28,0.6,1,Middle-Aged
7712,47,1.0,0,Young Adults
7713,56,0.7,2,Seniors
7714,30,0.6,1,Middle-Aged
7715,46,0.6,0,Young Adults
7716,47,0.7,0,Young Adults
7717,44,0.6,0,Young Adults
7718,44,0.6,0,Young Adults
7719,43,0.5,0,Young Adults
7720,27,0.9,1,Middle-Aged
7721,33,0.6,1,Middle-Aged
7722,46,0.7,0,Young Adults
7723,66,1.0,2,Seniors
7724,52,0.7,0,Young Adults
7725,47,1.0,0,Young Adults
7726,45,0.8,0,Young Adults
7727,37,0.2,1,Middle-Aged
7728,40,0.6,0,Young Adults
7729,48,0.9,0,Young Adults
7730,54,0.9,2,Seniors
7731,33,0.7,1,Middle-Aged
7732,39,0.6,0,Young Adults
7733,50,0.6,0,Young Adults
7734,32,0.8,1,Middle-Aged
7735,43,0.4,0,Young Adults
7736,49,0.6,0,Young Adults
7737,44,0.8,0,Young Adults
7738,50,0.3,0,Young Adults
7739,40,0.3,0,Young Adults
7740,32,0.5,1,Middle-Aged
7741,58,0.7,2,Seniors
7742,45,0.9,0,Young Adults
7743,42,0.4,0,Young Adults
7744,37,0.2,1,Middle-Aged
7745,28,0.6,1,Middle-Aged
7746,44,0.9,0,Young Adults
7747,24,1.0,1,Middle-Aged
7748,54,0.1,2,Seniors
7749,37,0.4,1,Middle-Aged
7750,57,0.6,2,Seniors
7751,69,0.6,2,Seniors
7752,45,0.3,0,Young Adults
7753,45,0.4,0,Young Adults
7754,66,0.6,2,Seniors
7755,69,0.8,2,Seniors
7756,63,0.3,2,Seniors
7757,58,0.6,2,Seniors
7758,62,0.1,2,Seniors
7759,23,1.0,1,Middle-Aged
7760,63,0.7,2,Seniors
7761,46,0.6,0,Young Adults
7762,48,0.7,0,Young Adults
7763,66,0.6,2,Seniors
7764,34,0.8,1,Middle-Aged
7765,58,0.3,2,Seniors
7766,45,0.1,0,Young Adults
7767,65,0.5,2,Seniors
7768,57,0.5,2,Seniors
7769,46,0.0,0,Young Adults
7770,66,0.9,2,Seniors
7771,66,0.7,2,Seniors
7772,31,0.1,1,Middle-Aged
7773,61,0.8,2,Seniors
7774,44,0.7,0,Young Adults
7775,55,0.1,2,Seniors
7776,57,0.8,2,Seniors
7777,55,0.6,2,Seniors
7778,48,0.5,0,Young Adults
7779,48,0.8,0,Young Adults
7780,57,0.8,2,Seniors
7781,61,0.5,2,Seniors
7782,42,0.3,0,Young Adults
7783,62,0.1,2,Seniors
7784,30,0.1,1,Middle-Aged
7785,61,0.1,2,Seniors
7786,38,0.4,1,Middle-Aged
7787,44,0.6,0,Young Adults
7788,45,0.8,0,Young Adults
7789,31,0.9,1,Middle-Aged
7790,46,0.2,0,Young Adults
7791,52,0.1,0,Young Adults
7792,37,0.3,1,Middle-Aged
7793,45,0.8,0,Young Adults
7794,51,0.6,0,Young Adults
7795,57,0.2,2,Seniors
7796,49,0.0,0,Young Adults
7797,58,1.0,2,Seniors
7798,24,0.4,1,Middle-Aged
7799,47,0.4,0,Young Adults
7800,37,0.6,1,Middle-Aged
7801,24,0.3,1,Middle-Aged
7802,33,0.9,1,Middle-Aged
7803,27,0.9,1,Middle-Aged
7804,26,0.4,1,Middle-Aged
7805,37,0.4,1,Middle-Aged
7806,45,0.5,0,Young Adults
7807,51,0.3,0,Young Adults
7808,34,0.9,1,Middle-Aged
7809,53,0.4,0,Young Adults
7810,52,0.3,0,Young Adults
7811,50,0.7,0,Young Adults
7812,31,0.7,1,Middle-Aged
7813,33,0.3,1,Middle-Aged
7814,48,0.2,0,Young Adults
7815,27,0.9,1,Middle-Aged
7816,48,0.4,0,Young Adults
7817,63,0.7,2,Seniors
7818,59,0.5,2,Seniors
7819,41,0.7,0,Young Adults
7820,29,0.3,1,Middle-Aged
7821,38,0.6,1,Middle-Aged
7822,50,0.5,0,Young Adults
7823,49,0.9,0,Young Adults
7824,33,0.9,1,Middle-Aged
7825,48,0.2,0,Young Adults
7826,59,0.2,2,Seniors
7827,44,0.8,0,Young Adults
7828,69,0.6,2,Seniors
7829,59,0.1,2,Seniors
7830,47,0.5,0,Young Adults
7831,39,0.9,0,Young Adults
7832,51,0.9,0,Young Adults
7833,28,0.2,1,Middle-Aged
7834,37,0.6,1,Middle-Aged
7835,26,1.0,1,Middle-Aged
7836,50,0.9,0,Young Adults
7837,47,0.7,0,Young Adults
7838,44,0.5,0,Young Adults
7839,45,0.5,0,Young Adults
7840,39,0.1,0,Young Adults
7841,24,0.3,1,Middle-Aged
7842,42,0.7,0,Young Adults
7843,25,0.7,1,Middle-Aged
7844,27,0.9,1,Middle-Aged
7845,48,0.0,0,Young Adults
7846,61,0.4,2,Seniors
7847,28,0.1,1,Middle-Aged
7848,32,0.5,1,Middle-Aged
7849,48,0.3,0,Young Adults
7850,34,0.7,1,Middle-Aged
7851,63,0.5,2,Seniors
7852,48,0.8,0,Young Adults
7853,30,0.9,1,Middle-Aged
7854,49,0.8,0,Young Adults
7855,54,0.6,2,Seniors
7856,45,0.9,0,Young Adults
7857,56,0.7,2,Seniors
7858,36,1.0,1,Middle-Aged
7859,61,0.0,2,Seniors
7860,42,1.0,0,Young Adults
7861,45,0.2,0,Young Adults
7862,45,0.7,0,Young Adults
7863,28,0.7,1,Middle-Aged
7864,50,0.7,0,Young Adults
7865,69,0.7,2,Seniors
7866,30,0.8,1,Middle-Aged
7867,49,1.0,0,Young Adults
7868,61,0.1,2,Seniors
7869,38,0.7,1,Middle-Aged
7870,48,0.7,0,Young Adults
7871,56,0.6,2,Seniors
7872,66,0.7,2,Seniors
7873,48,0.6,0,Young Adults
7874,42,0.8,0,Young Adults
7875,35,0.3,1,Middle-Aged
7876,41,0.5,0,Young Adults
7877,49,0.1,0,Young Adults
7878,59,0.9,2,Seniors
7879,38,0.6,1,Middle-Aged
7880,43,0.7,0,Young Adults
7881,37,0.1,1,Middle-Aged
7882,52,0.6,0,Young Adults
7883,50,0.8,0,Young Adults
7884,56,0.5,2,Seniors
7885,56,0.6,2,Seniors
7886,35,0.1,1,Middle-Aged
7887,36,0.9,1,Middle-Aged
7888,45,0.6,0,Young Adults
7889,24,1.0,1,Middle-Aged
7890,44,0.9,0,Young Adults
7891,56,0.6,2,Seniors
7892,59,1.0,2,Seniors
7893,44,0.3,0,Young Adults
7894,47,0.7,0,Young Adults
7895,37,0.5,1,Middle-Aged
7896,36,0.2,1,Middle-Aged
7897,44,0.6,0,Young Adults
7898,37,0.3,1,Middle-Aged
7899,48,0.7,0,Young Adults
7900,45,0.6,0,Young Adults
7901,26,0.2,1,Middle-Aged
7902,45,0.5,0,Young Adults
7903,53,0.3,0,Young Adults
7904,47,1.0,0,Young Adults
7905,34,0.3,1,Middle-Aged
7906,43,0.6,0,Young Adults
7907,65,0.9,2,Seniors
7908,54,0.7,2,Seniors
7909,46,0.7,0,Young Adults
7910,24,0.6,1,Middle-Aged
7911,35,1.0,1,Middle-Aged
7912,42,0.4,0,Young Adults
7913,35,0.3,1,Middle-Aged
7914,66,0.7,2,Seniors
7915,67,1.0,2,Seniors
7916,49,0.9,0,Young Adults
7917,28,0.1,1,Middle-Aged
7918,38,0.7,1,Middle-Aged
7919,65,0.8,2,Seniors
7920,44,0.7,0,Young Adults
7921,54,0.1,2,Seniors
7922,57,0.7,2,Seniors
7923,57,0.6,2,Seniors
7924,42,0.8,0,Young Adults
7925,47,0.4,0,Young Adults
7926,57,0.6,2,Seniors
7927,46,0.6,0,Young Adults
7928,35,0.9,1,Middle-Aged
7929,45,0.6,0,Young Adults
7930,43,0.9,0,Young Adults
7931,34,0.4,1,Middle-Aged
7932,46,1.0,0,Young Adults
7933,48,0.5,0,Young Adults
7934,43,0.8,0,Young Adults
7935,45,0.4,0,Young Adults
7936,34,0.5,1,Middle-Aged
7937,35,0.4,1,Middle-Aged
7938,38,0.9,1,Middle-Aged
7939,68,0.4,2,Seniors
7940,26,0.3,1,Middle-Aged
7941,63,1.0,2,Seniors
7942,43,0.4,0,Young Adults
7943,61,0.3,2,Seniors
7944,60,0.1,2,Seniors
7945,46,0.7,0,Young Adults
7946,46,0.7,0,Young Adults
7947,43,0.4,0,Young Adults
7948,42,0.5,0,Young Adults
7949,45,0.6,0,Young Adults
7950,52,0.8,0,Young Adults
7951,32,0.8,1,Middle-Aged
7952,65,0.5,2,Seniors
7953,45,0.6,0,Young Adults
7954,36,0.5,1,Middle-Aged
7955,45,0.6,0,Young Adults
7956,48,0.4,0,Young Adults
7957,52,0.9,0,Young Adults
7958,34,0.4,1,Middle-Aged
7959,42,0.6,0,Young Adults
7960,38,0.0,1,Middle-Aged
7961,23,0.8,1,Middle-Aged
7962,54,0.5,2,Seniors
7963,29,1.0,1,Middle-Aged
7964,39,0.7,0,Young Adults
7965,66,0.4,2,Seniors
7966,33,0.9,1,Middle-Aged
7967,29,0.9,1,Middle-Aged
7968,48,0.6,0,Young Adults
7969,40,0.6,0,Young Adults
7970,49,0.6,0,Young Adults
7971,41,0.7,0,Young Adults
7972,25,0.6,1,Middle-Aged
7973,66,0.3,2,Seniors
7974,49,0.4,0,Young Adults
7975,57,0.5,2,Seniors
